Số báo danh,Toán,Văn,Ngoại ngữ*,Vật lí,Hóa học,Sinh học,Lịch sử,Địa lí,GDCD,Môn ngoại ngữ
02022606,7.80,7.50,8.60,8.75,7.50,7.50,,,,Tiếng Anh
02074066,7.20,7,,,,,6.25,8,,
02011865,6,6.25,4.20,,,,2.50,4.75,9,Tiếng Anh
02025439,9.40,7.50,8,7.25,3.75,3.25,,,,Tiếng Anh
02073259,9.60,6.75,6.40,7.75,8.25,6.25,,,,Tiếng Anh
02058109,4.80,7.25,3.60,,,,4.75,7.75,8.50,Tiếng Anh
02027404,8.40,5,9,8,8.25,7.75,,,,Tiếng Anh
02071264,5.80,7.75,6.20,,,,3.25,6.75,8.50,Tiếng Anh
02013858,7.20,7.25,5,6.50,6.50,5,,,,Tiếng Anh
02046117,5.20,5.50,1.60,5,6,4.50,,,,Tiếng Anh
02010777,7.80,8,6,8,8.25,8,,,,Tiếng Anh
02018347,8.20,7.25,8.80,6.75,8.50,6.50,,,,Tiếng Anh
02033017,8.60,7,7.60,7.25,8.75,6.50,,,,Tiếng Anh
02065677,8.20,,,,8.25,6.75,,,,
02052504,3.60,5.75,,,,,3.25,6.25,,
02004364,7.60,7.75,5.80,,,,6.50,6,8.25,Tiếng Anh
02066958,8,6,8,5.25,8,8.25,,,,Tiếng Anh
02064965,8.40,,,8,7.75,3.25,,,,
02050539,7.40,5.50,,,,,8,,,
02006359,9,7.25,6.60,3.75,8.50,8.75,,,,Tiếng Anh
02060025,5.40,6.50,,,,,3.75,5.50,,
02036645,7.20,7.50,7.60,,,,6.75,6.25,10,Tiếng Anh
02029949,6.20,7.75,4.80,,,,8.25,7.75,9.50,Tiếng Anh
02031180,7.40,7.25,5.40,4.75,7.25,6.75,,,,Tiếng Anh
02049348,6.60,6.50,6.20,5.25,3.75,5,,,,Tiếng Anh
02062018,1.60,5.75,,,,,4,3.50,,
02034678,7,7,3.60,,,,5.25,7.50,8.75,Tiếng Anh
02001536,7.60,7.50,4.60,,,,3.50,6,7.25,Tiếng Anh
02057356,7,6.75,8.40,5.50,5,5,,,,Tiếng Anh
02050493,7.80,7.25,6.40,7.50,6.50,6.50,,,,Tiếng Anh
02037957,8.40,7.25,3.60,6.75,7.50,4.25,,,,Tiếng Anh
02042857,8.40,6.50,6.40,7.75,7.75,6,,,,Tiếng Anh
02025593,7.60,6,7.40,4,3.25,4.25,,,,Tiếng Anh
02074436,9,7.50,5.40,8.75,7.75,7,,,,Tiếng Anh
02022256,6,5.75,4.80,,,,4.50,4.75,7,Tiếng Anh
02009106,5.80,7.50,2.60,,,,4.75,5.50,9.25,Tiếng Anh
02044080,8.60,6.50,5.40,5.50,5.25,3.50,,,,Tiếng Anh
02017118,8.80,7.50,7.80,7.50,7.50,7.50,,,,Tiếng Anh
02041778,9.40,8,8.60,8.25,8,7,,,,Tiếng Anh
02015125,8.40,5.75,4.80,6.50,6,5,,,,Tiếng Anh
02043745,7.80,7,3.80,5.50,8,8,,,,Tiếng Anh
02068415,5.60,5.75,,,,,4,6.50,,
02070926,7.20,7,4.80,,,,3.75,6,7.75,Tiếng Anh
02041282,9,6.50,5.80,8.50,9.25,6.50,,,,Tiếng Anh
02010327,8.80,5.75,6.80,4.50,8.50,8,,,,Tiếng Anh
02046547,3.20,0.25,,,,,3.50,0.75,,
02021883,6.20,5.50,2,5,5,5.25,,,,Tiếng Anh
02020791,8.20,7.25,4.80,6.75,7,5.75,,,,Tiếng Anh
02058559,7.80,6.50,7.80,7.25,7.75,5.50,,,,Tiếng Anh
02073609,6.20,7.25,,5.50,4.25,6.50,,,,
02025069,8,6,4.40,7.25,7,6.75,,,,Tiếng Anh
02071634,6.20,4.25,,,,,4,6,,
02027054,8.40,6.50,8.40,9,6.25,5.75,,,,Tiếng Anh
02004734,6.40,6.75,4.80,,,,5.50,6,8.75,Tiếng Anh
02052154,8.20,5.50,,,,,9.75,,,
02019805,6.60,7.25,5.20,,,,4.50,5.50,6.75,Tiếng Anh
02055691,7.40,7,4,,,,5,5.25,8,Tiếng Anh
02006709,8.40,8.25,9.80,,,,8.25,9.25,9.75,Tiếng Nhật
02050169,5.80,7.25,,,,,6.50,7.25,,
02054983,6.60,6.50,5.60,,,,5,5.50,8.50,Tiếng Anh
02065227,8.80,5.25,7.20,8.50,9.25,4.75,,,,Tiếng Anh
02033447,8,7.75,3.40,5.75,7.50,4.25,,,,Tiếng Anh
02018717,7.40,6.30,5.40,7.50,6.25,4,,,,Tiếng Anh
02034382,4.80,6.25,2,,,,4.50,7.25,8.50,Tiếng Anh
02005826,8.60,7.75,9,8.50,8.50,8.25,,,,Tiếng Anh
02040885,8.80,7.50,5.60,8.25,8.25,6.75,,,,Tiếng Anh
02071321,8.20,7.25,,7.75,8,5.50,,,,
02027541,8.80,6,7.60,6.50,8.25,9.25,,,,Tiếng Anh
02020284,9,6.50,7.20,5.75,8.25,8.50,,,,Tiếng Anh
02011920,9,6,7.40,7.75,5.25,5.25,,,,Tiếng Anh
02010632,8.60,7.75,7.80,,,,6.75,8.25,9.25,Tiếng Anh
02046052,7.80,7.50,5.80,,,,5.75,7.50,9.50,Tiếng Anh
02041797,8.80,6.75,8,7.75,6.25,4.75,,,,Tiếng Anh
02034697,7.80,7.50,5.60,,,,6.50,8,9,Tiếng Anh
02065732,7.60,6.50,7.20,7,5.50,5.50,,,,Tiếng Anh
02033152,5.60,7.50,5.20,,,,4.75,7.25,9,Tiếng Anh
02018202,6.80,6.50,3,,,,6.25,6.50,7.50,Tiếng Anh
02064820,7.40,6.75,6,,,,6,7,9.25,Tiếng Anh
02055384,7.20,7,3.60,6.50,7,4.50,,,,Tiếng Anh
02004221,5.80,6.75,3.40,7.25,7,6,,,,Tiếng Anh
02052441,8.20,6.75,5.80,,,,5.25,8.25,8.25,Tiếng Anh
02035985,8,5,8.40,7.25,7,6.25,,,,Tiếng Anh
02050186,7.40,6,3.80,4.25,4.75,4,,,,Tiếng Anh
02001023,7,6,6.20,4.75,4.25,4.75,,,,Tiếng Anh
02057643,6.60,7,6,,,,8.25,8.50,9,Tiếng Anh
02056951,4.40,6.25,,,,,3.25,5,,
02031495,6.60,6.50,3.20,,,,6,7.75,8.25,Tiếng Anh
02060530,8.60,8.25,6.80,7,7,7.25,,,,Tiếng Anh
02036350,8,6.75,4.20,,,,7.25,7,8.75,Tiếng Anh
02015430,7.60,7.25,5,4.25,5.75,4.75,,,,Tiếng Anh
02043250,8,7.75,7.40,7.50,6.25,6.50,,,,Tiếng Anh
02068100,9.40,7,7.60,4.75,7.50,8.75,,,,Tiếng Anh
02044595,8,7.50,5.80,6,6.75,5.75,,,,Tiếng Anh
02023851,7.40,6.25,8.20,,,,5.50,7.50,6.50,Tiếng Anh
02074123,6.60,5.75,,,,,4.50,6.50,,
02022743,7.80,6.50,8.20,6.50,6.50,6.50,,,,Tiếng Anh
02009413,5.80,7.75,3.20,,,,3.50,6.75,7.75,Tiếng Anh
02025086,6.40,6,6.40,,,,6,6.50,8.75,Tiếng Anh
02046402,3.20,5.50,6,,,,,,,Tiếng Anh
02010262,8.20,7,4.40,5.75,6.25,5.50,,,,Tiếng Anh
02070863,8,6.50,4.20,,,,6.75,8.25,8.75,Tiếng Anh
02027111,9.40,6.50,8.60,8.75,8.25,6.50,,,,Tiếng Anh
02071771,7,7,,,,,6,7.75,,
02074089,6.20,4.50,,,,,5,6.50,,
02019940,6.60,6.50,4,3.75,4.25,4.50,,,,Tiếng Anh
02052011,7,6,,4.75,3.50,5.75,,,,
02004671,6,6.50,3.60,,,,6.50,6.25,8.50,Tiếng Anh
02001189,7.40,6.50,7.60,,,,5.50,5.75,7.75,Tiếng Anh
02005963,8.80,6.50,6.40,7.75,9.50,7.25,,,,Tiếng Anh
02018652,8.20,5.75,7.40,8.50,7.75,6.50,,,,Tiếng Anh
02033502,7.20,7,4.20,,,,6.75,8.25,8.50,Tiếng Anh
02065362,7,6.25,,,,,4.50,5.50,,
02036700,9,8.25,10,,,,8.25,9.25,8.75,Tiếng Anh
02060160,7.20,6.50,6.40,6,6.25,5.50,,,,Tiếng Anh
02065698,9,,,9,8.50,,,,,
02037812,8.80,8,8.20,,,,8,7.50,7.75,Tiếng Anh
02057213,8.40,7.50,8.20,,,,7,8,8.50,Tiếng Anh
02001473,7.40,6.75,5.80,3.50,8,5,,,,Tiếng Anh
02009043,5.40,6.75,4,,,,4.75,6.75,8.25,Tiếng Anh
02022313,6,7.75,3.80,,,,7.25,7.75,9.25,Tiếng Anh
02074573,9.20,5.25,4.60,8,7,5.25,,,,Tiếng Anh
02042912,8,7,4.80,7.25,8,7.75,,,,Tiếng Anh
02043600,5.20,7.25,4.60,,,,4,6.75,7.75,Tiếng Anh
02015060,7.20,6.75,7.20,7.25,7.50,5.50,,,,Tiếng Anh
02010798,6.80,7,5.60,,,,5.75,6.75,7.75,Tiếng Anh
02046951,5.80,6.25,,,,,5.75,7,8.50,
02021495,6.80,6.75,3.60,5.50,7,7,,,,Tiếng Anh
02026350,8,7.25,6.80,7.50,5,5.50,,,,Tiếng Anh
02070530,7.40,6.25,6.80,,,,7.50,8,9.25,Tiếng Anh
02040186,7.60,7.50,5.20,6.75,8.75,7,,,,Tiếng Anh
02047643,3,5.75,,,,,4.25,,,
02011023,7.20,7.75,5,5.75,4.25,4.75,,,,Tiếng Anh
02019413,8.60,7.75,8.40,,,,7.25,7.75,9,Tiếng Anh
02032743,8,6.50,6.20,7.75,7.25,6.50,,,,Tiếng Anh
02064123,5.60,7.25,2.60,,,,4.75,7,8.50,Tiếng Anh
02035086,7.80,8,7,,,,7.50,8,9,Tiếng Anh
02053250,9,6.50,8.60,6.50,7.75,4.25,,,,Tiếng Anh
02005430,7.60,7,9.40,,,,9.25,7.75,9.50,Tiếng Anh
02054595,3.60,4,,,,,5.50,7.50,,
02033851,5.60,6,4,,,,5.75,6,7.75,Tiếng Anh
02056052,6.80,6.50,5.20,5.25,5.75,5,,,,Tiếng Anh
02000632,6.60,7.50,6.80,,,,4.75,7,8,Tiếng Anh
02051797,5.60,6.75,,5,5.50,6,,,,
02050885,6.20,,5.60,6.50,,,,,,Tiếng Anh
02037541,7.80,7.75,6,,,,6.25,8.50,9.50,Tiếng Anh
02061321,7.40,7,6,6.50,7.25,6.75,,,,Tiếng Anh
02030284,7.80,7.25,5.40,5.25,5.25,5.75,,,,Tiếng Anh
02001920,3.60,4.75,2.20,,,,3.75,5,7,Tiếng Anh
02045384,7.20,5.50,4.40,,,,4.25,6.25,8.25,Tiếng Anh
02069711,4.80,4,,,,,3.25,5.50,,
02042441,6.60,7.25,5,,,,6.25,7.25,8,Tiếng Anh
02014221,4.60,6.75,6.40,3,5.25,5.75,,,,Tiếng Anh
02025985,6.40,8,4.80,,,,8.75,7.50,8.50,Tiếng Anh
02024697,8.60,7.25,7.80,7.50,6.75,5,,,,Tiếng Anh
02068803,9,6.25,5.40,7.25,9,3.75,,,,Tiếng Anh
02008202,4.80,6,2.80,,,,1.75,4.25,8.50,Tiếng Anh
02023152,9.20,6.50,7.80,6,8.25,8.75,,,,Tiếng Anh
02027812,8.60,7.25,6.80,8.25,7.75,3.75,,,,Tiếng Anh
02011473,8.40,7.50,5.40,7.25,5.50,7,,,,Tiếng Anh
02047213,9.20,,,8,8.50,,,,,
02070160,6.80,6.25,3.60,,,,3.50,8.25,8,Tiếng Anh
02026700,8.20,7,5.60,,,,5.75,8,7.75,Tiếng Anh
02005060,7.80,7.50,5,,,,3.75,5.25,6.75,Tiếng Anh
02053600,7.20,5.50,7.40,7.50,5,4.50,,,,Tiếng Anh
02000798,6.80,5.75,4,,,,4.50,5,8.25,Tiếng Anh
02064573,3.80,5.75,,,,,3.25,5.50,,
02032313,5.80,6,3.60,3.25,3,5,,,,Tiếng Anh
02019043,7.20,7.50,5.60,,,,5.25,5.50,8.25,Tiếng Anh
02052912,8.80,5.50,,,,,8,,,
02061771,8,6.25,4.80,,,,3.50,6,6.75,Tiếng Anh
02037111,5.20,7,5.40,6.25,5.75,4.25,,,,Tiếng Anh
02064089,9,6.75,6.80,7.25,7,3.75,,,,Tiếng Anh
02000262,8,6.50,8,6,7.25,8,,,,Tiếng Anh
02056402,6.40,7.08,8,,,,,,,Tiếng Anh
02060863,4,7.50,4,,,,4.25,5.75,7.25,Tiếng Anh
02015963,5.60,5.75,5,,,,5.50,6.75,8.75,Tiếng Anh
02023502,5.40,4,4.60,3.75,4.50,4,,,,Tiếng Anh
02008652,6.60,7,3.80,5,5.75,5,,,,Tiếng Anh
02009940,7.20,6.75,5,7.25,6.50,6,,,,Tiếng Anh
02014671,8,7.50,8.60,7,8.25,5.75,,,,Tiếng Trung
02042011,8,7.75,6.40,6.75,8.25,6.50,,,,Tiếng Anh
02069341,7.60,7.50,4.60,5.75,7.25,6,,,,Tiếng Anh
02011189,6.60,6.25,3.60,,,,5,6.50,9.50,Tiếng Anh
02032939,6.40,6.50,6,,,,7.25,5.75,8.25,Tiếng Anh
02006565,9.20,7.25,9,8.25,6,7,,,,Tiếng Anh
02050305,8.20,7.50,6.40,7.75,6.75,6.50,,,,Tiếng Anh
02004558,7.20,7,6.20,,,,6.25,7,9.25,Tiếng Anh
02052338,4.60,7.25,7.20,4.25,3.75,5.50,,,,Tiếng Anh
02030904,8.80,6.75,4.60,7.25,7.50,6,,,,Tiếng Anh
02067076,7.20,7,6.80,7.25,5,4.50,,,,Tiếng Anh
02031616,7,7.25,4.80,,,,6.50,7.25,7.50,Tiếng Anh
02059827,6.60,8.50,8.20,,,,9,7.75,9,Tiếng Anh
02068383,9.20,6.50,8.40,8.75,9,6.25,,,,Tiếng Anh
02012176,5,7.25,4.20,,,,5.50,7,8.50,Tiếng Anh
02044716,7,6.75,3.80,,,,5.75,5.50,8,Tiếng Anh
02039226,8,6.25,7.60,6.75,7.50,6.25,,,,Tiếng Anh
02008982,7,6.75,4.60,7.25,5.50,6.25,,,,Tiếng Anh
02071458,5,6.25,,,,,4,6.50,,
02027238,9.20,8.50,9.40,,,,9.25,8.75,9,Tiếng Anh
02009690,6,6.50,4.80,,,,5.75,6.75,8.25,Tiếng Anh
02045804,7.60,7.25,5.80,7.25,6.75,6,,,,Tiếng Anh
02047839,9,8.50,8.40,7.50,8.25,7.75,,,,Tiếng Anh
02073465,8.40,6.50,6.40,7,6,6.25,,,,Tiếng Anh
02025205,3,6.50,3,,,,5.25,6.50,8.50,Tiếng Anh
02058735,8.60,,,7.75,7.75,,,,,
02020007,7,5.75,4.40,,,,5,8,7.50,Tiếng Anh
02068679,7.60,6,,4.75,5.25,4,,,,
02015349,8.60,7.25,4.40,6.50,6,6,,,,Tiếng Anh
02043529,8.60,7.50,5.60,5.75,5.25,4.75,,,,Tiếng Anh
02017374,5,6.25,3.80,,,,6.25,6.25,8.25,Tiếng Anh
02041514,8.60,7.75,5.60,7.75,5,4.25,,,,Tiếng Anh
02000848,7,7.50,4.60,7,6.50,4.50,,,,Tiếng Anh
02062274,9.20,6.50,8.80,8.25,7.50,7,,,,Tiếng Anh
02034414,5.40,7.25,4.20,,,,8,6.75,6.75,Tiếng Anh
02049124,6.60,6.75,7.80,5.50,3.25,4.75,,,,Tiếng Anh
02060249,7.20,5.75,4,5.25,6.75,4.50,,,,Tiếng Anh
02036429,7.80,6.25,4.80,5.25,7.50,5.50,,,,Tiếng Anh
02018081,6.80,6.75,8.20,7.50,7.75,5.50,,,,Tiếng Anh
02002875,7.80,6.50,7.80,7,7,5.50,,,,Tiếng Anh
02003767,7.40,5.75,5,,,,5.75,7.25,8,Tiếng Anh
02055107,5.80,6,5.60,,,,5,6,8.75,Tiếng Anh
02028437,9.40,6.50,8.20,7.25,8.75,8.75,,,,Tiếng Anh
02031246,6.20,6.25,3,,,,4.75,5.75,7.25,Tiếng Anh
02067426,8.20,6.25,4.80,7.50,8.50,4.75,,,,Tiếng Anh
02036583,8.20,6.25,4.80,5.50,5.50,4.25,,,,Tiếng Anh
02051847,8.20,7.25,7.40,,,,8,7.25,9.50,Tiếng Anh
02050755,8,4,5.60,7,7.75,4.50,,,,Tiếng Anh
02006135,9.60,7.25,8.80,9,8,8,,,,Tiếng Anh
02052768,6.80,5.75,5,5.50,6.75,5.25,,,,Tiếng Anh
02004108,8.60,7,6.80,7.50,8,3.75,,,,Tiếng Anh
02057090,4.80,7.25,4,,,,5.50,7,8.75,Tiếng Anh
02027668,7.20,7,6.60,,,,6.50,6.50,8,Tiếng Anh
02071008,7,7,,5,5.75,4.75,,,,
02022190,7.60,6.50,4,7.25,5.75,5,,,,Tiếng Anh
02038964,8.80,7.50,8.80,8.75,7.50,6.50,,,,Tiếng Anh
02058365,8.40,7.25,6.20,8.25,9,5.50,,,,Tiếng Anh
02025655,8.60,6.50,6,8.75,8.25,6,,,,Tiếng Anh
02073035,8.20,5,6,8.25,8.50,6.50,,,,Tiếng Anh
02024947,8.80,6.75,5.80,7.50,8.50,6.25,,,,Tiếng Anh
02043483,7.80,6,4.60,,,,7,7.50,9,Tiếng Anh
02039676,7.40,7.75,8,,,,3.75,7.50,9.25,Tiếng Anh
02044346,7,6,7.60,,,,6.50,6.75,7.75,Tiếng Anh
02012526,7.60,7.25,7,,,,7,6.50,8.25,Tiếng Anh
02043179,6,6.75,2.60,,,,4.75,7.25,8,Tiếng Anh
02015719,5,5.50,2.60,,,,4.75,5.25,6.50,Tiếng Anh
02068229,7.60,7.25,8.80,,,,7,8,9.50,Tiếng Anh
02046681,4.80,3.75,2.60,,,,4.25,5.50,7.50,Tiếng Anh
02008828,6.20,7.50,4.40,,,,4.75,6.75,7.25,Tiếng Anh
02041144,9.20,6.75,5.80,4.75,9.25,7.50,,,,Tiếng Anh
02017724,6.60,6.50,2.40,,,,5,5.25,7.50,Tiếng Anh
02016836,7.40,6.50,4.20,7.50,7.50,4.75,,,,Tiếng Anh
02027392,6,7,2.80,,,,4,6.25,6,Tiếng Anh
02020457,7.40,6.75,6.40,5.50,6.50,4.50,,,,Tiếng Anh
02047993,1.80,6,,,,,5,5,,
02028067,8,5.50,6.40,7,7.50,5.25,,,,Tiếng Anh
02032893,8.20,7.75,7.20,,,,,,,Tiếng Anh
02055557,6.80,7.25,4.80,7,7.75,5,,,,Tiếng Anh
02003337,7.20,6,5,,,,6.25,6.75,8.25,Tiếng Anh
02052292,7.40,,,,6.75,6.50,,,,
02063936,6.40,6.75,8.60,,,,6.75,7.25,8,Tiếng Anh
02049574,9.20,7,8.20,5.75,9,7.50,,,,Tiếng Anh
02034044,7.80,7,2.60,,,,4.50,7.25,8,Tiếng Anh
02062624,8.60,6,4,6.75,6.50,4.75,,,,Tiếng Anh
02036079,8,7.25,5.60,,,,7,7.25,8,Tiếng Anh
02060619,6,6.50,7,4,5.50,5.50,,,,Tiếng Anh
02033781,7.80,6.75,5.40,,,,5.75,8,8.50,Tiếng Anh
02053529,8.20,7.25,7.40,3.25,7,4.25,,,,Tiếng Anh
02005349,5.80,4.75,5.40,6.25,6.50,5.50,,,,Tiếng Anh
02067975,8.20,,,,7.25,7.75,,,,
02065948,9.40,7.75,7.40,8.25,4.50,5.25,,,,Tiếng Anh
02051514,7.80,6.50,3.80,5.75,8.25,5.75,,,,Tiếng Anh
02007374,7.60,6,7.80,8.25,5.75,7.25,,,,Tiếng Anh
02030007,7.20,6.75,5.60,,,,5,6,8,Tiếng Anh
02066667,6,6.50,4.20,,,,7.25,7,8,Tiếng Anh
02038437,8.20,8.25,6,6.75,8.50,8.50,,,,Tiếng Anh
02045107,5.80,5.75,4,,,,3.50,6,8.50,Tiếng Anh
02013767,7.80,5.75,5.40,8.25,7,6,,,,Tiếng Anh
02069592,7,6.75,5.60,6.75,5.50,4,,,,Tiếng Anh
02010848,8.40,6,5,3.25,8,7.50,,,,Tiếng Anh
02059124,8.80,,7.80,7.75,9.25,,,,,Tiếng Anh
02024414,7.20,6,3.80,,,,6.50,7.50,9,Tiếng Anh
02072274,8.60,5.75,8.40,9,8.75,4.25,,,,Tiếng Anh
02026429,6.60,5.75,4,6,6,4.75,,,,Tiếng Anh
02070249,7.20,8,8.20,3.50,4.25,5,,,,Tiếng Anh
02012875,8.60,6.50,5.20,5.25,5.50,4.50,,,,Tiếng Anh
02008081,8.40,7.50,6,8.25,7,4.75,,,,Tiếng Anh
02021616,6.60,5.25,4.20,7,3.25,5.25,,,,Tiếng Anh
02022939,9,6.50,8.60,8.25,7,4,,,,Tiếng Anh
02040305,7,6.75,6,,,,6.25,7.25,7.75,Tiếng Anh
02016565,3.80,6,2.80,,,,2.75,6,6,Tiếng Anh
02042338,8.40,6,6.20,6.50,7.75,6.25,,,,Tiếng Anh
02014558,8.20,8.25,,6.25,5.50,6.75,,,,
02069068,8.40,6.75,7,7.75,5,4.25,,,,Tiếng Anh
02020904,7.80,6,5.20,7.25,7.50,6,,,,Tiếng Anh
