Số báo danh,Toán,Văn,Ngoại ngữ*,Vật lí,Hóa học,Sinh học,Lịch sử,Địa lí,GDCD,Môn ngoại ngữ
06001764,3,5.75,4.60,,,,4.50,7,9.50,Tiếng Anh
06003759,3.80,4,3.80,,,,6,6.75,7.75,Tiếng Anh
06004136,3.80,5.50,5.20,,,,5.25,8,7.50,Tiếng Anh
06001334,7.60,5.50,4.20,,,,4.75,7.75,9.25,Tiếng Anh
06003309,6.60,8,5,,,,8,8,7.75,Tiếng Anh
06003427,7.60,3,6.40,,,,6.25,7.25,8.50,Tiếng Anh
06004618,5.40,6,2.40,,,,3.75,6.75,8.25,Tiếng Anh
06003077,5.60,,,4.50,5,,,,,
06004248,2.80,3.50,6.20,,,,8,7,5.75,Tiếng Anh
06002236,6.20,6.50,4.20,,,,6.50,7.75,9,Tiếng Anh
06002666,7.20,7,5.20,,,,7.25,8.50,9.75,Tiếng Anh
06003974,5,5,,,,,6.25,,,
06001949,3,7,2.40,,,,4.50,8.25,7.25,Tiếng Anh
06002689,5,5,2.60,,,,5.25,7.25,7.75,Tiếng Anh
06002373,3,4,2.20,,,,1.75,4,3.50,Tiếng Anh
06002723,4.40,7.50,2.80,,,,4.75,5.75,7.75,Tiếng Anh
06003831,7.60,6,2,,,,6,7.25,8,Tiếng Anh
06003098,3.20,5.75,3.20,,,,3.50,4.50,5.50,Tiếng Anh
06003562,6.60,6.50,7.60,,,,3,5.50,6.25,Tiếng Anh
06003132,,4.50,,,,,4.75,6.75,,
06000437,2.60,3.75,,,,,3,3.25,,
06000067,4.60,7.50,4,,,,4.75,5.75,7.25,Tiếng Anh
06004024,5.80,6.75,3.40,,,,7,7.50,7.50,Tiếng Anh
06001226,5,3.75,2.60,,,,6.75,6.25,7.75,Tiếng Anh
06004474,6,6,5,6.75,6.50,5.50,,,,Tiếng Anh
06002959,6.20,5,3.60,,,,5.50,6.75,8,Tiếng Anh
06000964,7.60,7,3.80,,,,8.50,8,8.75,Tiếng Anh
06001676,8.80,8,,,,,9,,,
06001363,7.40,6,4.40,,,,6.75,7.25,8.75,Tiếng Anh
06001699,3.40,7,2.40,,,,4.75,5.50,7.75,Tiếng Anh
06004161,5.60,6.50,2.80,,,,6.50,7.50,8.75,Tiếng Anh
06000821,8,8,7.40,8.25,7.75,6.25,,,,Tiếng Anh
06001733,5.60,4.50,3.20,,,,2.75,7.75,8.25,Tiếng Anh
06004531,5.40,4.50,2.40,,,,3,6.25,7.50,Tiếng Anh
06000572,4.60,5.25,4,,,,5.75,6.25,8.75,Tiếng Anh
06000088,4.40,6.50,3,,,,4.25,6.25,9.25,Tiếng Anh
06000122,1,4,,,,,2.75,5.75,,
06000335,5.80,5.25,3.80,,,,5.50,7,8,Tiếng Anh
06002308,3.60,4.25,3.20,,,,4.50,5,8,Tiếng Anh
06000765,8.20,6.25,6,3.75,7.75,7,,,,Tiếng Anh
06002758,,8,,,,,9.25,9.25,,
06001877,4.80,4.50,2,,,,5.50,6.25,8.75,Tiếng Anh
06003519,9.40,6.25,6,8.50,8.25,6.75,,,,Tiếng Anh
06001524,2.60,3.25,,,,,3.25,6,,
06004376,8,7.25,6.40,,,,5.25,7.75,9.25,Tiếng Anh
06003149,2.40,5,2.60,,,,3.50,5.25,7.25,Tiếng Anh
06001174,6.60,5,3.80,,,,7,6.25,8.75,Tiếng Anh
06004399,4,6.25,,,,,6,9,,
06001461,5,5,3.60,,,,6,7.50,9,Tiếng Anh
06001031,7,8,6,,,,8.50,8.25,8,Tiếng Anh
06004233,6.40,4.25,4.60,,,,5.25,6.25,8,Tiếng Anh
06000270,2.80,4.50,4.40,,,,6.50,6.75,9.25,Tiếng Anh
06001898,5.20,6.50,3.60,,,,4.25,7,9.50,Tiếng Anh
06000620,7.60,8.50,7.20,,,,6.50,7,9,Tiếng Anh
06001932,8.40,4.25,3.80,6.75,5.50,5.75,,,,Tiếng Anh
06001318,7.80,8.50,2.20,,,,8.50,,,Tiếng Anh
06003325,3,4,,,,,6.50,,,
06002867,5,7.75,3.20,,,,3.75,6.75,8,Tiếng Anh
06001748,4.20,6.25,3.20,,,,5.25,5.25,8,Tiếng Anh
06003775,5.40,7,3.60,,,,3.50,5.50,6.75,Tiếng Anh
06002534,4.60,4.50,3.80,,,,4.50,7.50,6.25,Tiếng Anh
06000509,2.40,3.75,2.80,,,,4.50,3,7.25,Tiếng Anh
06002164,6,6.25,2.40,,,,5.25,6.75,8.75,Tiếng Anh
06000159,3.80,4.25,2,,,,4,5.25,7,Tiếng Anh
06002471,3.20,6,2.60,,,,3,6,6,Tiếng Anh
06002021,8.60,6.50,2.40,6.25,7.75,4.75,,,,Tiếng Anh
06002888,6.20,5,2.20,,,,5,8,8.25,Tiếng Anh
06003260,6.20,5,3.40,,,,4.50,7.25,7.50,Tiếng Anh
06002922,3.20,5.25,2.60,,,,4.25,6.75,7.75,Tiếng Anh
06003630,7.60,4.50,6.60,7.75,5.50,5.75,,,,Tiếng Anh
06001123,3.20,5.75,4,,,,3.50,6.25,6.50,Tiếng Anh
06004321,,7,,,,,9.50,9.25,8.75,
06001573,6,7.75,4.40,,,,7,8.25,9.25,Tiếng Anh
06001089,,8,,,,,9.75,8.75,,
06000732,8.80,7.50,5.60,4,6.50,3.50,,,,Tiếng Anh
06001820,8.20,7.75,,,,,9.75,,,
06000362,5.40,5,2.60,,,,4.25,7.50,9.25,Tiếng Anh
06000698,7,7,8.20,3.50,3,7,,,,Tiếng Anh
06000677,1.20,3.75,3.80,,,,4,7,,Tiếng Anh
06003958,3.80,5,3.40,,,,6,7.25,8,Tiếng Anh
06001965,5.20,8.25,3.20,,,,6.25,6,8.25,Tiếng Anh
06000227,2.40,4.25,,,,,6,,,
06004264,6.40,7,5.80,,,,8.50,7,8.50,Tiếng Anh
06001066,,7,,,,,9,9.25,,
06001436,5.80,5.25,3.20,,,,5,7.25,7.50,Tiếng Anh
06002133,6.60,8,3.60,,,,4,6.25,8,Tiếng Anh
06002099,5.40,7,2.80,,,,4.75,6.75,8.50,Tiếng Anh
06002563,4,5,2,,,,6,7.75,6.50,Tiếng Anh
06002830,6.80,4.75,3.40,,,,4,7.25,7.50,Tiếng Anh
06003722,9,6.25,8.60,6.75,4.25,4.50,,,,Tiếng Anh
06003688,8.80,,2.40,1.25,8,7.75,,,,Tiếng Anh
06003372,8,7,5.60,,,,5,6.75,8.50,Tiếng Anh
06002975,3.20,2.50,,,,,2.50,4.25,,
06000948,6.40,6.25,,,,,8,,,
06003667,6.40,6.75,3.20,5.25,5.25,6,,,,Tiếng Anh
06004458,4.80,7,3,,,,7,7,8.75,Tiếng Anh
06003237,8.60,5.25,5,8,8.25,5.75,,,,Tiếng Anh
06004008,5.60,4.25,2.40,,,,5.50,6.50,8.50,Tiếng Anh
06002076,5,5.75,2.80,,,,4.25,6.75,7,Tiếng Anh
06002426,3,4.50,2,,,,3.25,4.25,5,Tiếng Anh
06002349,4.60,5.25,3.40,,,,4.75,6,6.50,Tiếng Anh
06001836,3.20,5.50,3,,,,5.25,5.75,8.75,Tiếng Anh
06002719,5,7.25,3,,,,6,9,7.75,Tiếng Anh
06000724,9,5,6.60,7.25,8.75,5,,,,Tiếng Anh
06001565,6.60,5.25,2.80,,,,6.25,7.25,8.50,Tiếng Anh
06003558,3,4.50,3.40,,,,4,6.25,8.50,Tiếng Anh
06004337,6,5,6.80,,,,6.25,4,6.75,Tiếng Anh
06001135,7,7,6.40,,,,6.50,6,8,Tiếng Trung
06003108,4.20,5.25,3.40,,,,4.75,6.75,7.50,Tiếng Anh
06001420,6.60,3.75,3.40,5.25,4,5.75,,,,Tiếng Anh
06004622,,8.50,,,,,8.50,9,,
06001070,4.40,4.75,,,,,6.25,,,
06004272,3.80,5.25,5.20,,,,8,7.25,7.75,Tiếng Anh
06000231,4.60,6,2,,,,5.75,6,8.25,Tiếng Anh
06001973,6.40,6.50,3,,,,5.25,7.25,7,Tiếng Anh
06000661,2,4.50,5.20,,,,6.25,5.25,7.75,Tiếng Anh
06003364,6,4.25,3.20,,,,5.25,6.75,7.75,Tiếng Anh
06001359,6.60,7.50,4,,,,8,7.25,9.25,Tiếng Anh
06003734,3.20,3.75,2.60,,,,3.50,5.75,6.50,Tiếng Anh
06001709,6,7.25,4.20,,,,6.50,7.25,9,Tiếng Anh
06002826,3.20,5.75,0.80,,,,5.25,6.25,8.75,Tiếng Anh
06000548,5.20,3.75,5.80,,,,4.25,6.50,7.75,Tiếng Anh
06002575,6.60,7.50,3,,,,5,9.25,8.50,Tiếng Anh
06000118,4.40,6,2.20,,,,5.75,6.50,8.25,Tiếng Anh
06002125,6.40,7.50,4.60,,,,7.25,6.25,7.75,Tiếng Anh
06002430,5.40,6,,,,,8,,,
06002060,7.20,8,3.60,,,,8.75,7.75,8.75,Tiếng Anh
06003221,4,5.75,3.60,,,,5.50,5.75,8.50,Tiếng Anh
06003671,7.40,4.25,3.60,,,,7.50,8,7.75,Tiếng Anh
06002963,2.40,5.25,,,,,3.50,4.50,,
06001162,2.20,3,3,,,,3,4.75,5,Tiếng Anh
06001498,6.20,5.75,1.60,,,,3.50,4.75,7.75,Tiếng Anh
06004360,5.40,7,5,,,,4.75,7,8.75,Tiếng Anh
06001532,2.60,3.25,6.60,,,,4.50,5.75,7.25,Tiếng Anh
06001861,4.20,5.25,4,,,,8,8.25,9.25,Tiếng Anh
06000773,7,7.25,6,,,,6,8,7.25,Tiếng Anh
06000289,2.40,2.75,2.40,,,,2.25,2.75,3.25,Tiếng Anh
06000323,5.20,5.50,,,,,3.75,6,,
06001924,1.60,5.25,2.60,,,,2.50,6.25,8.25,Tiếng Anh
06003919,2.80,5,4.40,,,,4.75,4.75,6,Tiếng Anh
06000636,5.40,6.75,2.60,,,,5.25,7.50,8,Tiếng Anh
06000266,6.60,7.50,4.20,,,,6.25,7.50,9,Tiếng Anh
06004225,2.40,4.50,5.40,,,,3.50,6,8.25,Tiếng Anh
06001027,7.60,7.49,3.20,,,,7.25,8,9,Tiếng Anh
06001477,6,5,2.40,,,,5.75,8,8.25,Tiếng Anh
06002488,5,4.75,,,,,6,7,,
06002172,2.60,3.50,,,,,2,3.25,,
06002522,5.20,6,2.80,,,,3.75,6.25,8.25,Tiếng Anh
06003299,1.60,4.25,2.40,,,,4.25,4.25,4,Tiếng Anh
06003763,6.80,5.50,2.60,,,,8,7,8,Tiếng Anh
06002871,7,5.50,4.20,,,,7.75,7.75,9,Tiếng Anh
06003333,3.40,4.75,3.20,,,,3.50,7,7.75,Tiếng Anh
06003626,6.60,8,4.80,,,,8.75,7.25,7.25,Tiếng Anh
06000909,9,8.75,4.40,7.50,9,6.25,,,,Tiếng Anh
06002934,7.60,7.75,4.40,,,,8.50,8,9,Tiếng Anh
06004419,6,6.25,3.40,,,,5.75,6.75,9.25,Tiếng Anh
06003276,2.60,4,2.60,,,,4.50,6.75,9,Tiếng Anh
06004049,6.20,7.25,2.20,,,,6.50,6.75,7.75,Tiếng Anh
06002037,,8.25,,,,,9.25,8.50,,
06002467,5.60,6,3.80,,,,3.50,6.25,7.25,Tiếng Anh
06002410,2.20,2.75,2.60,,,,3.50,3,5,Tiếng Anh
06000587,2.20,2.75,2.20,,,,5.75,6.50,8.25,Tiếng Anh
06002040,5.40,7.50,3.80,,,,6,7,7.75,Tiếng Anh
06003201,3.60,2.75,,,,,7.25,7.25,,
06001396,3,3.75,,,,,2.25,4.75,,
06003651,8.80,6.25,3.40,5.50,8,9,,,,Tiếng Anh
06004194,5.60,3.75,2,,,,3.75,4,6.25,Tiếng Anh
06002943,5.40,6.75,2.60,,,,5.75,5.50,7.50,Tiếng Anh
06004481,4,7,2.60,,,,6,6.25,8.50,Tiếng Anh
06001379,6.20,6.50,3,,,,5.25,5.75,8,Tiếng Anh
06003344,3.40,6,6.40,,,,7.50,7.75,8.25,Tiếng Anh
06001683,7.40,7.50,3.40,6,6.75,6.50,,,,Tiếng Anh
06000991,8,6,3.80,7.75,7,4.50,,,,Tiếng Anh
06001729,2,4.75,3.60,,,,2.25,3.50,5.25,Tiếng Anh
06003714,8,6.75,6.80,7.50,8.50,7,,,,Tiếng Anh
06002806,5,6.75,1.60,,,,4.75,7,8,Tiếng Anh
06002555,5.40,5.25,3.40,,,,3.75,7.25,6.25,Tiếng Anh
06000568,6.40,5,3.80,,,,6,7.25,7.50,Tiếng Anh
06000092,3.20,4.25,3.20,,,,3.50,4.25,4.75,Tiếng Anh
06002105,3.20,4.50,,,,,3.50,4.25,,
06000138,2.20,6,2.80,,,,2.25,5.75,7.25,Tiếng Anh
06001400,8.40,8.25,5,,,,7.75,6.75,8.25,Tiếng Anh
06004602,6.20,5,,,,,7.25,8.50,,
06001050,5.80,4.25,1.80,,,,5.25,6.25,5.75,Tiếng Anh
06004252,4.40,4.75,4.80,,,,6.50,5.50,8.25,Tiếng Anh
06003597,5.20,6.50,2.80,,,,4.50,5.75,6,Tiếng Anh
06000211,5,7,2.20,,,,7.25,7.50,9,Tiếng Anh
06001953,7.20,7,5,6.50,7,5,,,,Tiếng Anh
06000641,6.80,4.25,1.80,,,,6,7.25,8.75,Tiếng Anh
06002386,5.20,6,,,,,7.50,,,
06003981,3,7.25,2.80,,,,7,7,7.50,Tiếng Anh
06002693,2,4.75,3.20,,,,3.75,6.75,7,Tiếng Anh
06000354,3.80,5,3.20,,,,3.25,4.50,6.50,Tiếng Anh
06002369,8.40,,8,7.50,,,,,,Tiếng Anh
06001816,6.20,6,3.40,,,,5,7.25,9.25,Tiếng Anh
06000704,8.80,8,6.60,,,,6,6.75,8,Tiếng Anh
06002739,6,8,3.40,,,,6.25,8.25,8.75,Tiếng Anh
06003082,4.40,5.50,3.80,,,,6.75,6,6.75,Tiếng Anh
06003578,5.60,6,3,,,,6.75,7,7.50,Tiếng Anh
06001545,5.40,7,,,,,6,7.25,9.50,
06004317,5,4,5.20,,,,8.50,3.75,5.50,Tiếng Anh
06003128,8,5.75,5.20,5.75,5.25,5.50,,,,Tiếng Anh
06001115,4.60,7.50,2.60,,,,4.75,7,6.75,Tiếng Anh
06003606,4.20,6.75,3,,,,4.75,6.75,6.75,Tiếng Anh
06002914,,7.50,6.20,,,,9.50,9.50,,Tiếng Trung
06000929,8,7.50,5.40,,,,8.75,8,9.75,Tiếng Anh
06004439,6.20,4.75,3.80,,,,4.50,7,6,Tiếng Anh
06004593,5.60,6.75,4,,,,5.50,7,9,Tiếng Anh
06003256,6.20,5.50,5,,,,6,7,8.75,Tiếng Anh
06001791,4.80,5,2.20,,,,5,6.25,8.25,Tiếng Anh
06004069,6.40,5.50,4,,,,5.50,7.50,8.25,Tiếng Anh
06000883,8.60,5.25,8.40,5.75,8.50,4.50,,,,Tiếng Anh
06002017,7.20,6,4,,,,6.75,7.25,8.50,Tiếng Anh
06002447,7.20,6,4.40,,,,7.50,8,9,Tiếng Anh
06000180,5,5.25,2.20,,,,5.50,7.25,8,Tiếng Anh
06000495,2.40,5.25,1.80,,,,4.25,6.25,8,Tiếng Anh
06002152,6.80,5.25,5.80,4.75,4.75,7.25,,,,Tiếng Anh
06002502,8.60,7,2,5,4.50,5.25,,,,Tiếng Anh
06001284,4.80,6,2,,,,5.75,6.50,8.75,Tiếng Anh
06003743,8,6.75,2.60,7.25,6.75,4,,,,Tiếng Anh
06004086,3.40,5.25,2.40,,,,4.75,5.25,6,Tiếng Anh
06002851,5.80,6.50,2.80,,,,6.50,6.50,9,Tiếng Anh
06003313,7.80,8,8.20,,,,6.75,8.25,8.75,Tiếng Anh
06003939,2.80,6.25,2.20,,,,6.25,5.25,7,Tiếng Anh
06001904,3.80,3.75,2.20,,,,6,5.75,6.25,Tiếng Anh
06000616,7.40,,,8.25,7.50,4.25,,,,
06003893,4.60,6.25,2.20,,,,4.50,5,7.50,Tiếng Anh
06002781,2.40,5,,,,,5,,,
06000246,2.60,4.75,3.20,,,,5.75,5.25,7,Tiếng Anh
06004205,4.60,6.75,5,,,,8.75,8.25,7.25,Tiếng Anh
06001007,9.60,8.50,8.80,,,,7.50,8.25,8.75,Tiếng Anh
06003190,8.40,,,8.25,7.25,3.25,,,,
06001457,5.20,4,3,,,,4.75,8,8,Tiếng Anh
06001142,4.40,5,2.80,,,,5.25,7,7.50,Tiếng Anh
06004340,1.60,4,,,,,8,,,
06003485,6.20,6.50,2.40,,,,5.50,7.50,6.25,Tiếng Anh
06001512,3,5,6.20,,,,4,6.25,7.25,Tiếng Anh
06001841,2.60,5.75,3.40,,,,6,4.50,7.50,Tiếng Anh
06000753,8.60,8.50,5,5.50,9,7.75,,,,Tiếng Anh
06002294,4.80,7.25,3,,,,3.75,5.50,5.50,Tiếng Anh
06000303,2,5,3.20,,,,4,3.50,5.50,Tiếng Anh
06000196,3.60,6,,,,,5.50,,,
06002451,3.20,5.25,,,,,3.50,,,
06002001,7,8.25,3,,,,7.75,6.75,9.50,Tiếng Anh
06000895,6.80,8,4,,,,8.75,8.75,8.25,Tiếng Anh
06001787,2,4.50,2.60,,,,3.50,5.25,6,Tiếng Anh
06004585,6,6.75,4.40,,,,5,8.75,10,Tiếng Anh
06003240,7.80,5.25,3.20,,,,8.75,8,7,Tiếng Anh
06002902,3.80,6.25,1.60,,,,4.75,5.50,7.50,Tiếng Anh
06003610,7.20,6.50,4.80,,,,7,8.50,8.25,Tiếng Anh
06003305,5.80,4.75,3.20,,,,6,6.50,7.75,Tiếng Anh
06001338,6.60,7,3.40,,,,6.25,8,9.25,Tiếng Anh
06002847,3,4.50,3.20,,,,4.25,5.25,6.25,Tiếng Anh
06003755,9.80,4.25,4,8,8,2.75,,,,Tiếng Anh
06004090,3.40,6.25,2.80,,,,5.75,7.25,8.25,Tiếng Anh
06001768,5,6.25,4,,,,5.25,5.25,8,Tiếng Anh
06001292,4.20,7.50,2,,,,4.75,7.25,8.75,Tiếng Anh
06000529,5.60,4.75,3.80,,,,6,5.50,7.50,Tiếng Anh
06002514,2.40,4,,,,,4.25,5.75,,
06000179,3.20,3.50,,,,,3,4.75,,
06002144,4,5,3.40,,,,5.75,6.50,8.50,Tiếng Anh
06000483,6.80,7.25,,,,,4.75,6,,
06001441,8.20,8,4.80,7.75,7,5.75,,,,Tiếng Anh
06003186,5.20,5.50,2.20,,,,5.50,5.50,8,Tiếng Anh
06001011,9.40,8,3.80,7.25,7.75,7,,,,Tiếng Anh
06004213,3.40,6.50,6,,,,8,7,7,Tiếng Anh
06000250,4.40,4,2.60,,,,5,7.25,7.25,Tiếng Anh
06002797,3.20,4.50,2.20,,,,4.50,6,5.25,Tiếng Anh
06003885,3.20,5,2.80,,,,4.25,5,6.75,Tiếng Anh
06000600,6.80,6.50,2.60,,,,7.75,8,9.25,Tiếng Anh
06001912,5.20,5,,,,,4.75,,,
06002328,2.40,5.25,2.60,,,,4,4.50,7,Tiếng Anh
06000315,2.40,3.75,2.40,,,,4.50,5,7.25,Tiếng Anh
06002282,5.20,6.75,6.80,,,,8.25,8,8,Tiếng Anh
06002778,3.40,4.75,6.20,,,,3.25,6,7,Tiếng Anh
06000745,9,8.50,6.60,,,,6.50,7.50,8.25,Tiếng Anh
06001857,,3.50,,,,,3.50,3.75,,
06001504,5.80,7.50,3,,,,7,8,9.50,Tiếng Anh
06003539,5.40,3.50,2.80,,,,4.50,7.25,8.75,Tiếng Anh
06004356,4.80,6,5.40,,,,5.75,6,5.75,Tiếng Anh
06003493,5,4.50,3,,,,1.25,5.75,7.75,Tiếng Anh
06001154,2.20,5.75,2.40,,,,4.50,6,7.50,Tiếng Anh
06003169,3.80,3.25,,,,,3.50,6.50,,
06000968,8.20,6.50,4.80,,,,8.75,9,9,Tiếng Anh
06002955,5,7.25,4.60,,,,2.50,6,7.50,Tiếng Anh
06003647,8.40,8.75,6,,,,6.75,7.75,7.50,Tiếng Anh
06004182,5,4.50,5.60,,,,4.75,7.50,7.25,Tiếng Anh
06001380,6.40,7.25,3,,,,5.25,6.25,8.75,Tiếng Anh
06004478,7,8.25,4,,,,8,8,8.50,Tiếng Anh
06003217,3,6.50,1.40,,,,3.75,7.50,7.75,Tiếng Anh
06004028,3.40,5,3.20,,,,3.75,5.50,6.50,Tiếng Anh
06002056,4.40,6.50,2.40,,,,7,7.75,8,Tiếng Anh
06000591,7.20,4,4.20,,,,5.25,7.25,9,Tiếng Anh
06002406,2.80,5.50,2.20,,,,4.50,4.75,6,Tiếng Anh
06002113,7.80,7.50,4.80,8,7.50,7.50,,,,Tiếng Anh
06000084,2.80,2.50,3.40,,,,3.25,4.75,4,Tiếng Anh
06002543,5,5.25,3.80,,,,3,7.25,8,Tiếng Anh
06002810,6.20,7.50,5,,,,8,8.75,8.50,Tiếng Anh
06003702,6.20,3.75,3,,,,5.25,4.50,5.25,Tiếng Anh
06000987,8.60,9,7,,,,8.50,8.75,9,Tiếng Anh
06001695,3.20,4.75,3.40,,,,4.75,6.25,7.75,Tiếng Anh
06004497,7.40,7.25,3.80,,,,4.25,6,9,Tiếng Anh
06003352,3.80,3,2.20,,,,3.50,6.25,7.25,Tiếng Anh
06002390,1.20,4.50,,,,,4,6.50,,
