Số báo danh,Toán,Văn,Ngoại ngữ*,Vật lí,Hóa học,Sinh học,Lịch sử,Địa lí,GDCD,Môn ngoại ngữ
07002970,7.20,7,3.80,,,,7.75,7.50,9,Tiếng Anh
07000808,6,5.50,5.20,,,,7.25,8.25,9.50,Tiếng Anh
07002835,7.60,6,3.60,,,,3.50,7.25,7.75,Tiếng Anh
07002566,6.20,4.75,3,4,2.50,3.50,,,,Tiếng Anh
07002136,6.40,6.75,5.20,,,,7.75,7.50,9,Tiếng Anh
07002141,4.80,4,4.60,,,,4.50,5,5.50,Tiếng Anh
07000486,5.80,7.50,4.20,,,,6.25,7,9,Tiếng Anh
07002511,7.20,5.75,4.40,5.75,6,6.50,,,,Tiếng Anh
07002842,4.60,5.75,2.80,,,,4,4.50,6.50,Tiếng Anh
07001297,5.80,6.50,2.60,,,,3.25,8.25,7,Tiếng Anh
07003300,4.20,5,3,,,,4,6.75,7,Tiếng Anh
07002907,4.20,4.25,3.60,,,,3.75,6,7,Tiếng Anh
07001628,5.60,5,4.40,,,,4.50,6.50,7.25,Tiếng Anh
07000890,7.20,6.50,2.60,5.75,6.75,6,,,,Tiếng Anh
07001782,5.20,5,3.20,,,,4.75,7.25,7.50,Tiếng Anh
07001278,4.60,6.25,3.20,,,,3.75,6.50,7,Tiếng Anh
07003245,3.20,3.50,,,,,3.75,3.25,,
07002004,4.80,5.25,4,,,,4,7.50,7,Tiếng Anh
07000039,7,6.75,6.80,,,,7,7.75,8.75,Tiếng Anh
07000193,6.40,6,,,,,8.50,,,
07002454,8.80,6,5.80,5.50,7.75,8.25,,,,Tiếng Anh
07000469,7.80,7,4.40,,,,6.25,8,9,Tiếng Anh
07001151,5.20,3.75,2.60,,,,5.50,6.50,7.25,Tiếng Anh
07001501,4.60,7.50,3,,,,7,7.50,9.50,Tiếng Anh
07002287,8.20,,5.40,7.25,,,,,,Tiếng Anh
07000740,6.80,5,4.20,,,,4.50,7.50,7.50,Tiếng Anh
07001852,7,5.25,5.20,,,,8,8.50,9,Tiếng Anh
07000310,7,8.25,4.40,,,,7.25,9,8.75,Tiếng Anh
07000605,4.60,5.25,,,,,4.50,7.25,,
07002638,6.60,6.50,5,,,,4.75,5,8.75,Tiếng Anh
07001917,6.20,5.75,4,,,,5.25,6.25,7,Tiếng Anh
07000255,2.40,3,,,,,3.25,,,
07002268,3.40,3,,,,,4,3.25,,
07002792,5.80,5.25,2.40,,,,4.75,5.25,7.25,Tiếng Anh
07003029,6.80,6.25,3.20,,,,5.25,7.25,8.50,Tiếng Anh
07001014,6.20,5.50,5,,,,4.50,7.50,7,Tiếng Anh
07001444,7,7.75,5.60,,,,8.25,9.75,9.75,Tiếng Anh
07003183,6.60,3.75,4.60,,,,5.75,7.25,8.75,Tiếng Anh
07000982,8.20,4,3.40,5.75,8.50,5.50,,,,Tiếng Anh
07001690,8.20,6.50,4.80,8,7.50,5.25,,,,Tiếng Anh
07002815,5,6.75,4,,,,6.25,6.50,8.75,Tiếng Anh
07000828,8.80,5.75,5.80,8.25,8.50,7.25,,,,Tiếng Anh
07000081,7.40,6.50,4.40,,,,7.75,8.50,9,Tiếng Anh
07002546,4,3.75,,,,,5.25,6.50,,
07002116,3.80,4.25,2.60,,,,3,5.75,7.75,Tiếng Anh
07002403,6,6,3,,,,6.25,6.75,8,Tiếng Anh
07002053,4.80,4.50,,,,,4.50,5.75,,
07000594,4,4.75,2.20,,,,3,6.50,6.75,Tiếng Anh
07003212,5,5.75,3.80,,,,4.75,7,9,Tiếng Anh
07002950,7,5.50,4.60,,,,8.75,8.25,8.50,Tiếng Anh
07001385,2.80,2.50,,,,,5,2,,
07000347,6.40,8.75,5,,,,9,8.25,9.25,Tiếng Anh
07002680,6,4.75,4,,,,5.25,8,9,Tiếng Anh
07000717,7,6.25,,,,,4,7.25,,
07001805,2.80,6,3.80,,,,5,6.25,8.25,Tiếng Anh
07001556,5.40,4.75,4.40,,,,5.50,6.75,8.75,Tiếng Anh
07003091,6.20,4.50,2.40,,,,5.50,5.75,7.50,Tiếng Anh
07001106,6.60,8,4.20,,,,5.25,6.75,9,Tiếng Anh
07001413,3.20,2.75,,,,,4,3.75,,
07001043,6.20,5.50,2.80,,,,7.50,6.50,6.75,Tiếng Anh
07000202,4.80,6.25,3.80,,,,5.50,7.25,6.25,Tiếng Anh
07002395,4.20,4,2.40,,,,4.50,4.25,7.25,Tiếng Anh
07000652,7.40,6.50,3.80,,,,7,7.50,9,Tiếng Anh
07001940,3.60,4.25,3,,,,3.75,7.25,6.75,Tiếng Anh
07002100,2.80,2.75,,,,,4,3,,
07002550,6.80,5,5.60,5.50,8.25,5.50,,,,Tiếng Anh
07000097,7.60,5.75,3.60,,,,4.25,5.75,8.50,Tiếng Anh
07002803,4.20,4,2.80,,,,3.75,4.50,6.50,Tiếng Anh
07001686,6.40,5.25,4.80,,,,5.50,7.75,7.25,Tiếng Anh
07000994,6.40,6.50,3.40,,,,5.25,7.50,9,Tiếng Anh
07001393,7.80,5,3.60,5.75,5.75,6.25,,,,Tiếng Anh
07001669,6.80,6.50,4.20,,,,8.25,7.75,9,Tiếng Anh
07002946,4.20,5.50,3.40,,,,6.50,7,8,Tiếng Anh
07003204,3.60,4.50,3.60,,,,5.75,5.50,9,Tiếng Anh
07001239,5.20,6.25,3.60,,,,6,8.50,9,Tiếng Anh
07000582,5.80,5.75,3.80,,,,8.25,7.75,8.50,Tiếng Anh
07000078,2.40,,,1.75,3,,,,,
07002045,5.40,2.50,,,,,5.50,6,,
07000428,3.20,3.75,,,,,4.75,,,
07002415,5.60,3.75,4,,,,4.50,6,7.25,Tiếng Anh
07001110,8.20,6.75,4.80,7,7.25,7,,,,Tiếng Anh
07003087,6.80,5.25,4.80,,,,5.25,5.50,9,Tiếng Anh
07001540,6.20,6.25,6,,,,9,8.50,9,Tiếng Anh
07001813,5.20,5.25,3.60,,,,5.50,6.75,7.25,Tiếng Anh
07000701,7.60,6,4.40,,,,9,7.75,9.75,Tiếng Anh
07002696,6.60,7,4.40,,,,3.50,6.75,8.50,Tiếng Anh
07000351,4.60,5.50,2.40,,,,3.75,7.25,7.50,Tiếng Anh
07001956,5.40,5.50,4.60,,,,7,7.75,8.50,Tiếng Anh
07002679,5.20,6,2.80,,,,6.25,7.75,9.25,Tiếng Anh
07000644,7.60,5.50,6.20,,,,8.25,7.75,8.25,Tiếng Anh
07002383,6,5.50,3.20,,,,4.75,6.75,9.25,Tiếng Anh
07002229,1.80,3.25,,,,,2.75,4.50,,
07000214,6.40,6.50,5.40,,,,8.25,8.75,9.75,Tiếng Anh
07001055,5.60,5.50,3.40,,,,6.25,7.25,8,Tiếng Anh
07003068,6.60,4,3.60,,,,5.75,8.25,9.25,Tiếng Anh
07001405,5.80,3,,,,,5,7,,
07003316,6.60,4,5.40,,,,7.50,7.25,8.50,Tiếng Anh
07001281,7.20,7,4.40,,,,4.25,8.25,9,Tiếng Anh
07000869,2.20,3.25,,,,,4,3.75,,
07002854,4.80,5,3.20,,,,5.25,7.50,6.75,Tiếng Anh
07002507,4,4,,,,,6,5.50,,
07000490,6.80,5,3.60,,,,5.50,8.50,6.75,Tiếng Anh
07002157,7,3.75,2.20,5.50,5,4.50,,,,Tiếng Anh
07002442,6.20,4.75,2.60,6.25,6,3.75,,,,Tiếng Anh
07000185,8.20,6.25,,,,,8.50,,,
07002012,8.40,,,7.50,7,,,,,
07003253,4.80,3,3.20,,,,3.75,4.50,6.50,Tiếng Anh
07001794,6.80,8,3.80,,,,6.75,8,8.75,Tiếng Anh
07000886,5.40,5,2.20,4.50,7,5.50,,,,Tiếng Anh
07002911,7.20,4.50,4,,,,8.25,7.25,9,Tiếng Anh
07000306,8.60,6.25,4,3.75,8,6.50,,,,Tiếng Anh
07001844,5.20,5.50,3.80,,,,3.25,5,7.25,Tiếng Anh
07000756,8.40,7.25,6.20,7.75,7.50,6,,,,Tiếng Anh
07002291,5.20,3.50,3.20,,,,4.75,7.50,7.75,Tiếng Anh
07001517,5,6,2.60,,,,2.75,6.50,8,Tiếng Anh
07001147,2.20,3,,,,,2.75,3.75,,
07003195,5.60,3.75,3.60,,,,2.25,5.75,7.75,Tiếng Anh
07001452,6,4.75,2.40,,,,3,6.50,8.50,Tiếng Anh
07001002,4.20,3,3.60,,,,3,5.75,8.75,Tiếng Anh
07002784,6,4.75,3.60,,,,4.50,6.75,6.75,Tiếng Anh
07000243,5.40,6.25,,,,,5,,,
07001901,6.40,4.50,3.60,,,,6.50,7,6.75,Tiếng Anh
07000613,7.60,5.50,4.20,,,,8.25,7.25,9,Tiếng Anh
07000404,2.80,2.75,,,,,4.50,,,
07002439,5.40,5.50,4.20,,,,4.50,6,8,Tiếng Anh
07000054,5,4,3.80,,,,4.50,7,6.50,Tiếng Anh
07002069,5.20,4,3.60,,,,5,5.75,7,Tiếng Anh
07002593,2,3,,,,,3.50,3.75,,
07003228,4.80,4.75,3.40,,,,6.25,8.75,9.25,Tiếng Anh
07001215,5.40,6.25,3.80,,,,5.50,7.25,7.75,Tiếng Anh
07001645,3.60,1.75,,,,,4,3.75,,
07000957,3.20,3.50,,,,,3.75,4.75,,
07002985,7.80,7,3.40,,,,8.50,8,9.25,Tiếng Anh
07001350,2.80,3,,,,,4.75,4,,
07001700,9,6,3.40,6.25,7.75,6.25,,,,Tiếng Anh
07000812,8.20,7.75,6.80,,,,9,7.75,8.75,Tiếng Anh
07002086,5.60,6,,,,,6.75,6,,
07000541,4,4.50,,,,,5.75,,,
07000111,4.20,4,,,,,6,,,
07001429,2.40,4.75,3.40,,,,6.50,7,8.25,Tiếng Anh
07001583,5.60,5,3.40,,,,4.50,7,8,Tiếng Anh
07001079,7.20,6.75,3.80,,,,8.75,8.50,7.75,Tiếng Anh
07003044,6,5,2,,,,4.25,6.50,6,Tiếng Anh
07002205,6.40,5.75,,,,,5.25,7,,
07000238,7.40,,,6.50,8.75,,,,,
07000392,6.40,5.25,,,,,5.50,,,
07002655,5.40,6.25,3,,,,3.75,4.75,6.50,Tiếng Anh
07000668,7.80,5,4.60,7.50,8.25,5.75,,,,Tiếng Anh
07002340,5.40,5.25,3,,,,6.50,6.75,8.25,Tiếng Anh
07001995,2.80,4.50,3,,,,5,6.75,8.75,Tiếng Anh
07000687,6.20,6.25,,,,,4.25,6.75,,
07002710,6.80,5.25,4,,,,5.50,6,8.75,Tiếng Anh
07001096,5.40,7,4.20,,,,5,7.25,6.25,Tiếng Anh
07003101,6.80,8,3.20,,,,8.75,9.25,9.50,Tiếng Anh
07001612,4.80,4.50,,,,,3.50,5.50,,
07000900,8,6,3.80,7,8,6.50,,,,Tiếng Anh
07002897,5,5,2.20,,,,4,6.75,5.25,Tiếng Anh
07001242,7,6,4,,,,7.75,8.50,9.75,Tiếng Anh
07000003,5.60,6.75,4,,,,7,8,8.75,Tiếng Anh
07002194,5.20,5.50,3.40,,,,5,6.25,6.75,Tiếng Anh
07000453,4,,,1.50,3.50,,,,,
07000146,5.60,7,3.60,,,,9.25,7.75,8.50,Tiếng Anh
07002481,9.20,6,5,8.50,7.75,6,,,,Tiếng Anh
07000516,4.80,7.25,3,,,,4,8,7.50,Tiếng Anh
07001757,2.60,4,,,,,4,3.25,,
07000845,5.20,6.25,3.20,,,,4.50,4.75,8,Tiếng Anh
07002878,6.40,6.25,4.80,,,,5.50,7,8,Tiếng Anh
07003290,5.60,6.75,,,,,6.25,5.75,,
07001307,5.20,4,2.20,,,,4.75,5.75,8.25,Tiếng Anh
07002602,3.60,3.25,3,,,,4,5.75,7,Tiếng Anh
07002252,4,6.50,3.40,,,,4,7,8.75,Tiếng Anh
07001887,7.40,4.50,2.20,3.75,8,6.25,,,,Tiếng Anh
07000795,8.40,6,5.20,7.75,7.50,7.25,,,,Tiếng Anh
07003013,7.60,6.50,3.40,5.25,6,4.25,,,,Tiếng Anh
07001184,6,1.75,,,,,2.25,3.25,,
07001491,7.60,6.50,6.60,,,,5,7.25,9.50,Tiếng Anh
07003156,4.20,5.75,4.60,,,,3.50,3.75,8.50,Tiếng Anh
07000280,9,8,5.60,6.75,8.75,8.50,,,,Tiếng Anh
07001868,7.20,6.50,4.60,6.25,7.25,7.25,,,,Tiếng Anh
07002747,6,6.50,4,,,,6,6.50,9.25,Tiếng Anh
07002317,3.80,4.25,,,,,5.25,5.25,,
07002478,4,5.75,2.60,,,,4,5.50,7.50,Tiếng Anh
07000445,5.60,4.75,2.40,,,,5,7.25,6.75,Tiếng Anh
07002182,4.20,4.75,,,,,5.25,7,,
07002028,6.80,6,3.40,6.50,5.25,6,,,,Tiếng Anh
07000015,5.80,6,4.20,,,,3.75,6.25,9,Tiếng Anh
07001254,5.80,7.25,4,,,,6.75,6.25,9.25,Tiếng Anh
07003269,6.20,5,4.20,,,,3.75,8.25,8.50,Tiếng Anh
07002881,5,3.50,2.80,,,,4.25,7.50,5.75,Tiếng Anh
07000916,7.20,5.75,2.40,4.75,7,5.50,,,,Tiếng Anh
07001604,4.60,5,4.40,,,,5.50,5.25,9,Tiếng Anh
07001311,4.40,5,,,,,3.75,3.50,,
07003286,6.80,6.75,4.80,,,,5,6.75,6.50,Tiếng Anh
07000853,3.80,6.75,4,,,,6,6.25,8,Tiếng Anh
07001741,5.40,5.25,,,,,5,4.75,,
07000500,7.80,7.50,,,,,8.75,,,
07002497,4.80,5.75,6.40,,,,4.25,7.25,7.25,Tiếng Anh
07000150,7,6,4,,,,6.25,7.75,8.75,Tiếng Anh
07001192,3.40,5.75,2.40,,,,6,6.75,8.50,Tiếng Anh
07001468,6,6,4.20,,,,3,6.25,7.75,Tiếng Anh
07003005,6.40,6.50,,,,,5.25,6,,
07001038,4.80,5.25,3,,,,3,5,6.50,Tiếng Anh
07000783,5,4,,,,,7,6.75,,
07001891,4.80,4,4.80,,,,4.25,6.75,7.50,Tiếng Anh
07000279,9.20,6.25,5.60,7.75,8.25,4.50,,,,Tiếng Anh
07002244,2.40,1.75,,,,,3.75,3.25,,
07000629,8,6.50,4.40,,,,7.50,8,8.25,Tiếng Anh
07002614,5.80,5.25,2.80,3,4.50,4.75,,,,Tiếng Anh
07002301,8.40,5.50,,,,,7.75,8.25,,
07002751,4.40,3.25,3.20,,,,3.75,4.25,5.75,Tiếng Anh
07000296,9.20,8.50,8.80,,,,4.75,6.25,8.75,Tiếng Anh
07003140,5.20,3.75,2.60,,,,3.25,5.50,5.75,Tiếng Anh
07001487,6.40,4.50,3,,,,7.25,6.50,7.50,Tiếng Anh
07000941,6.20,5.75,3,,,,5.50,6.50,9,Tiếng Anh
07001653,5,6.25,4.60,,,,5.75,7.25,9.25,Tiếng Anh
07001203,4,5,,,,,4.50,4.25,,
07002585,8.60,6.50,6,5.25,6,5,,,,Tiếng Anh
07000042,,6.50,,,,,8.50,8,,
07000412,,6.50,,,,,9.25,9,,
07000107,8.40,6.75,2.40,6,5.75,5,,,,Tiếng Anh
07000557,5.60,4.25,5.60,,,,4.50,6.75,8.25,Tiếng Anh
07002090,6.60,7.75,4,,,,6,6.50,9,Tiếng Anh
07002839,6.60,5.50,3.40,,,,4.25,6.25,6.50,Tiếng Anh
07000804,5.20,5.50,,,,,4,7.25,,
07001716,5.40,2.75,,,,,3.50,2,,
07001346,5.80,7,5.80,,,,8.75,8.50,9,Tiếng Anh
07002993,7.40,5,4.80,4.50,4.75,5,,,,Tiếng Anh
07002643,4.20,3.75,3.60,,,,3,4.50,6.25,Tiếng Anh
07000384,5.40,6.25,3,,,,7,6.75,8,Tiếng Anh
07002213,8,6,4.20,7.75,7.75,6.75,,,,Tiếng Anh
07003052,6,5.50,4.20,,,,4.75,6.75,7,Tiếng Anh
07001595,3.60,4.50,3.20,,,,3,6.25,4.75,Tiếng Anh
07003117,7,5.75,3.60,,,,4.75,6.75,7,Tiếng Anh
07001080,8.20,4.75,3.20,5.25,8.50,6.50,,,,Tiếng Anh
