Số báo danh,Toán,Văn,Ngoại ngữ*,Vật lí,Hóa học,Sinh học,Lịch sử,Địa lí,GDCD,Môn ngoại ngữ
10006835,5.40,7,3.20,,,,4.50,6.25,8,Tiếng Anh
10002175,7.60,5.75,3.80,,,,5.50,6.50,7.75,Tiếng Anh
10000148,9,7.75,8.80,8.75,5,5.50,,,,Tiếng Anh
10008578,3,6,2,,,,3.50,6.50,8.25,Tiếng Anh
10008082,6.20,5.50,3.20,,,,6,5.25,9,Tiếng Anh
10007377,6.40,6,4.60,,,,4.75,7.25,9,Tiếng Anh
10001309,8.40,6.25,5.40,,,,6.75,6,8.75,Tiếng Anh
10003334,8.60,8.25,3.80,7.50,7.75,8,,,,Tiếng Anh
10006136,3.80,5.50,3.20,,,,5.50,6.75,8,Tiếng Anh
10001759,5.80,5.75,3.20,,,,7.50,8.50,8.50,Tiếng Anh
10003764,5.6,6,3.4,,,,5.5,8.25,9.75,Tiếng Anh
10002876,7.80,8.25,4.80,,,,7.50,9.25,9.25,Tiếng Anh
10006566,7.20,8,7,,,,8.50,7.50,9,Tiếng Anh
10008651,4.80,5.50,2.20,,,,3.25,6,8.25,Tiếng Anh
10005599,3.60,5.50,3.20,,,,3.50,5,6.25,Tiếng Anh
10000261,8,4,5.40,8,8.75,7,,,,Tiếng Anh
10001889,2.80,3.75,3.20,,,,3.50,5.75,4,Tiếng Anh
10005063,7.80,8,7,,,,,,,Tiếng Anh
10008201,3.40,2.75,,,,,3.75,6.75,,
10001923,4.40,7,2.20,,,,5.50,5.50,7.25,Tiếng Anh
10000631,8.20,7,5.60,5.75,7,6.50,,,,Tiếng Anh
10005433,3.20,6,2.40,,,,5.50,6.25,8,Tiếng Anh
10004388,2.60,3.75,,,,,2.50,6.25,,
10001470,8,8.25,3.60,5.25,6,7,,,,Tiếng Anh
10005960,3,3.50,2.60,,,,3.75,7,6.75,Tiếng Anh
10004672,2.20,4.25,2.80,,,,5,5.50,7.25,Tiếng Anh
10001020,7.80,7.75,7,,,,,,,Tiếng Anh
10004222,5.20,6.50,3.80,,,,4.50,6.25,8.75,Tiếng Anh
10005825,4.60,5.25,3.60,,,,7,8.75,8,Tiếng Anh
10007818,2.60,3.50,,,,,3.25,4,,
10004737,6,4,4.60,,,,3,6.25,7,Tiếng Anh
10003508,8,6,3.40,,,,5.50,8,8.50,Tiếng Anh
10001535,7.80,6.75,4.80,,,,8,9,8.75,Tiếng Anh
10004367,4.40,5.75,1.80,,,,5.50,6.50,9,Tiếng Anh
10003158,7.80,5.75,4.80,,,,5.75,8.50,9.25,Tiếng Anh
10001165,6.20,6,3.20,4,5.75,5.25,,,,Tiếng Anh
10005126,3.60,6.75,2.60,,,,4.75,6.25,7,Tiếng Anh
10008714,3.60,8.50,4,,,,7,8.25,8.25,Tiếng Anh
10000324,6.20,5,3.20,,,,5.25,7.75,7,Tiếng Anh
10002319,7.20,6.50,3.80,,,,5.50,7.50,7.75,Tiếng Anh
10005576,8.40,7,6,,,,9,8.75,9.75,Tiếng Anh
10008344,3,5.25,3.40,,,,3.75,6,7.75,Tiếng Anh
10001866,6.40,6.75,6.20,,,,2.75,7.50,8.50,Tiếng Anh
10000774,8.20,6,,,,,8.75,6.50,,
10002749,5.20,5.50,4.40,,,,6.50,7,7,Tiếng Anh
10002026,5,6,2.20,,,,4.25,7.25,7.75,Tiếng Anh
10005219,5.80,6.50,3.60,,,,3.75,7.50,8.50,Tiếng Anh
10007224,5.60,6.75,2.20,,,,3.75,7.25,8.50,Tiếng Anh
10002476,3.60,6.75,3.60,,,,3.75,8,7.50,Tiếng Anh
10006966,3,3.50,2.20,,,,3,5.50,4.75,Tiếng Anh
10005649,5,4.75,3.40,,,,4.50,8.25,8.50,Tiếng Anh
10007674,5,7.50,4.40,,,,7.50,8.25,8.25,Tiếng Anh
10008581,3.60,3.75,1.60,,,,2.50,4.75,7.50,Tiếng Anh
10000918,7,6.75,4.40,,,,2.50,4.75,7.25,Tiếng Anh
10002925,3,3.75,,,,,3.75,6,,
10003637,5,7.50,3.40,,,,4.50,6.50,8.75,Tiếng Anh
10006435,4.60,5.25,4.60,,,,3,6.50,7.75,Tiếng Anh
10004408,5.20,8.50,4.40,,,,6.75,8,9,Tiếng Anh
10003267,2.60,3.75,3,,,,5.25,6.75,7,Tiếng Anh
10006065,5,4.50,2.60,,,,4.75,6.25,8.50,Tiếng Anh
10004058,2,4.25,,,,,5,4.50,,
10006570,6.40,6.75,2.40,,,,5,6.50,8.50,Tiếng Anh
10003288,5.80,6.25,2.40,,,,5,6.50,7.75,Tiếng Anh
10002860,6.20,6,3,,,,6.50,6,9.50,Tiếng Anh
10003772,5.6,7.5,3.2,,,,5.75,7.5,8.75,Tiếng Anh
10006120,4.40,6.50,2.20,,,,3,6,8,Tiếng Anh
10003322,4.40,7.75,4,,,,5.75,8,8.50,Tiếng Anh
10007361,3.40,6.50,2.80,,,,5,6.75,8.75,Tiếng Anh
10002499,7.60,7.25,3.80,,,,4.75,8,8.75,Tiếng Anh
10008094,2.60,3.50,,,,,4,6.50,,
10006989,4.80,5.50,3,,,,7,8.50,9.50,Tiếng Anh
10002163,4.60,5,3.80,,,,4.25,5.75,6.25,Tiếng Anh
10006823,4,7.50,4.80,,,,6.50,7.25,8.50,Tiếng Anh
10007731,7,7.50,4.80,6.25,6.25,7.50,,,,Tiếng Anh
10002533,4.40,5,3.60,,,,4.25,6,8.25,Tiếng Anh
10004234,4.60,5.50,2.60,,,,6.25,6.75,8.50,Tiếng Anh
10006209,9,5,5,8,7,4.75,,,,Tiếng Anh
10001036,6.80,8.25,,,,,9,3,,
10004664,7,7,5,,,,8.25,9,9.25,Tiếng Anh
10006659,6.60,7,4.80,,,,5.75,7.75,8.75,Tiếng Anh
10005976,7.40,,6,8,,,,,,Tiếng Anh
10001466,6,6,2.80,,,,4.25,7.25,9,Tiếng Anh
10007418,7,6.75,3.80,,,,6,8.50,8.75,Tiếng Anh
10005425,5.80,7.25,5.40,,,,6.50,8.50,9.25,Tiếng Anh
10000627,5.80,5.75,3.80,,,,4.50,7,8.75,Tiếng Anh
10001935,6.20,6.75,3,,,,4.75,8.25,7.75,Tiếng Anh
10003908,7.6,4.75,3.2,,,,6.25,7.25,9,Tiếng Anh
10008217,5.80,6.50,3.80,,,,3.75,6,6.50,Tiếng Anh
10007048,3.20,5.25,2.40,,,,2.50,7,8.25,Tiếng Anh
10005075,3.40,6.25,2.20,,,,4.25,6.50,6,Tiếng Anh
10000277,4.40,5.50,,,,,3.75,5.25,,
10008647,7.60,6.75,2.40,,,,5.25,8,8,Tiếng Anh
10000762,8.40,8,8.60,,,,2.75,7,7,Tiếng Anh
10001870,5,5.25,3,,,,6.25,7.75,9.25,Tiếng Anh
10008352,2.60,4.25,,,,,4.50,6.50,,
10000298,9.20,7.75,8.40,,,,5.25,6.75,6.75,Tiếng Anh
10005560,8.60,,6.80,8.75,5.25,4.50,,,,Tiếng Anh
10000332,2,3,,,,,2.50,2.75,,
10008702,2.60,4.25,2.60,,,,3.50,6.25,7.25,Tiếng Anh
10005130,3.60,5.75,3,,,,4.25,6,6.50,Tiếng Anh
10001173,5.60,6.25,5.40,,,,8.75,8.50,8,Tiếng Anh
10005999,2.80,3,3,,,,2.50,6,1.50,Tiếng Anh
10001489,3.60,5.25,2.80,,,,3.25,3.75,5.75,Tiếng Anh
10004371,5.60,5,3.20,,,,6,7.50,8.25,Tiếng Anh
10001523,8,6.75,2.40,5,4,7,,,,Tiếng Anh
10004721,6,5.75,5,,,,3.75,6.50,8,Tiếng Anh
10005833,2.20,4.25,2.80,,,,3,6,7.25,Tiếng Anh
10006032,5.20,5.75,4,,,,3.25,5.50,7,Tiếng Anh
10003230,5.20,6,2,,,,2.75,5.75,8.25,Tiếng Anh
10006462,4.40,4.50,4.80,,,,5.25,7.25,9,Tiếng Anh
10002972,4.40,7.25,4.60,,,,6.50,7,8.50,Tiếng Anh
10003660,8.60,9,,,,,9,,,
10006198,4,5.50,2.60,,,,4.25,7,7.50,Tiếng Anh
10006931,7.60,8,7.60,,,,6,6.75,7.75,Tiếng Anh
10007623,6,5.50,4.80,,,,4.25,6,7.75,Tiếng Anh
10002421,7,7.25,4.40,,,,7.50,8.50,9,Tiếng Anh
10007273,5.80,6.50,4,,,,6.50,7.25,8.25,Tiếng Anh
10008186,3.40,4.50,,,,,4.50,6.50,,
10002071,4.40,8,4,,,,4.50,7,8,Tiếng Anh
10007789,8.60,,,,9,8.50,,,,
10008169,4.20,3,,,,,3.25,5.50,,
10000559,3,3.25,2.20,,,,,,,Tiếng Anh
10002564,6.20,7.25,3.80,,,,6,7.75,8.75,Tiếng Anh
10006874,6.80,7.25,3.20,,,,4.25,6.50,8,Tiếng Anh
10004849,3.20,6,,,,,2.25,5.25,,
10007766,3,6.50,,,,,5.50,6.25,,
10008493,6.40,5.75,3.40,,,,4.25,7.75,9.50,Tiếng Anh
10008539,4,5.50,,,,,3.25,6.25,,
10000109,2.20,3.75,,,,,2.25,5.50,,
10002134,6.40,6.50,4.20,,,,4.50,5.50,7.75,Tiếng Anh
10007336,5.80,5.25,3.20,,,,5.50,7.75,9.25,Tiếng Anh
10003375,3.40,4.25,2.40,,,,2.75,5.75,5.50,Tiếng Anh
10001348,6.40,8.25,5,,,,9.50,9,8.75,Tiếng Anh
10006177,3.40,4,2.20,,,,3.25,6,8.50,Tiếng Anh
10002837,5.40,5,,,,,5.75,7.50,,
10003725,4.4,4.25,1.8,,,,3.75,5.5,6.75,Tiếng Anh
10001718,3,5,,,,,5,,,
10006527,5.80,7,4.40,,,,4.50,6.50,8,Tiếng Anh
10000220,4,7.75,,,,,4.25,6,,
10008610,5.40,7,2.60,,,,6.75,8.25,8.75,Tiếng Anh
10005022,4.40,5.50,2.60,,,,3.75,7.75,8.25,Tiếng Anh
10005188,,7,,,,,8.75,9,,
10000670,8.60,6.25,5.80,5.75,7,4.75,,,,Tiếng Anh
10001962,6.80,7.75,4.20,,,,6.75,8.25,8.75,Tiếng Anh
10008240,4.40,4,2.20,,,,4.25,5.25,5.75,Tiếng Anh
10005472,5,3.25,2.60,,,,,,,Tiếng Anh
10001431,1.80,3.50,,,,,3,,,
10004633,8.20,7,5.20,,,,,,,Tiếng Anh
10005921,8.20,6.75,4.20,6.75,6.75,5.25,,,,Tiếng Anh
10004799,2.40,5.50,4,,,,4.50,7.75,7.25,Tiếng Anh
10001061,2.20,4,,,,,4,6,,
10004263,7,7.50,3.60,,,,5.25,7.25,9,Tiếng Anh
10004776,3.40,5.50,,,,,4.25,4.75,,
10007859,2.60,2,,,,,3,5.75,,
10005864,4.20,5.75,3,,,,6.25,7.75,8.50,Tiếng Anh
10001574,4.60,2.75,,,,,3,,,
10003549,,8,5.80,,,,6.25,6.25,8,Tiếng Anh
10004326,8.40,7,6.60,,,,9.25,8.50,9.50,Tiếng Anh
10001124,4.80,6.75,4,,,,6.50,8,8.75,Tiếng Anh
10003119,3.20,3.25,,,,,5,6,,
10005167,3.80,5.75,2.80,,,,4.25,5.50,7.25,Tiếng Anh
10002358,3.40,2.25,2,,,,2.50,4.75,6,Tiếng Anh
10000365,5.20,7,4.40,,,,6.25,8,8.75,Tiếng Anh
10008755,3.60,4.50,2.80,,,,5.25,7.25,8.25,Tiếng Anh
10005537,5.80,5.50,4,,,,5.25,7.50,8.50,Tiếng Anh
10002708,6.80,7.75,4.80,,,,5.50,8,9.50,Tiếng Anh
10000735,7.60,7.75,8.40,6.50,5,5,,,,Tiếng Trung
10001827,5.80,5.50,2.80,,,,5.50,6.25,6.75,Tiếng Anh
10008305,3.40,6.75,2.40,,,,5.75,7.25,7.50,Tiếng Anh
10000522,4.60,6.75,,,,,5.75,6.25,,
10008112,4.40,5.50,2.60,,,,4.25,5.50,5.50,Tiếng Anh
10004832,5.80,5.50,4,,,,6.25,7,7.50,Tiếng Anh
10005720,5.60,5.25,4.20,,,,5.25,7.50,9.25,Tiếng Anh
10004998,5.40,5.75,3.40,,,,4.25,6.25,8.75,Tiếng Anh
10000172,9,7,6.20,8.50,8.25,5.50,,,,Tiếng Anh
10008542,6.80,6.75,4.40,,,,6.50,8,9.50,Tiếng Anh
10000488,8.80,6.25,7.60,7.50,6.25,5.75,,,,Tiếng Anh
10005370,5,5.75,2.60,,,,3.50,6.50,8.25,Tiếng Anh
10001333,8,,4.60,8,,,,,,Tiếng Anh
10008811,6.60,7.25,5.20,,,,3.25,8.25,8,Tiếng Anh
10004131,3,5.50,3.60,,,,4,6.50,7.50,Tiếng Anh
10000871,6.40,5.50,5.80,5.25,4.75,4.25,,,,Tiếng Anh
10001763,8.40,8,4.20,7,8.50,7,,,,Tiếng Anh
10001299,6.20,7.25,4.40,5.50,7.25,7,,,,Tiếng Anh
10004561,6.20,7,2.60,,,,5.50,6.50,9.25,Tiếng Anh
10006049,5,6,1.20,,,,4.50,7.25,7.50,Tiếng Anh
10004074,4.40,6.25,3.40,,,,2.75,5.50,8,Tiếng Anh
10001276,5.60,7,4,,,,5,5.25,8,Tiếng Anh
10006419,8,5.50,4.80,,,,5.25,8.50,9.75,Tiếng Anh
10004424,2.60,5,1.80,,,,4.50,6.50,8.50,Tiếng Anh
10000934,5.60,6,2.40,,,,5,6,7.75,Tiếng Anh
10002909,6.60,8.25,3.40,,,,7.75,8.25,8.25,Tiếng Anh
10001626,6.60,6,3.60,,,,7,6.75,8.25,Tiếng Anh
10004977,4.80,5.50,4.60,,,,6.50,7.25,7.50,Tiếng Anh
10005665,3,5,,,,,3,6.25,,
10007658,5,5.75,,,,,5.75,7.25,,
10000467,7,6,,,,,7.25,2.50,,
10008057,5,6.75,3.80,,,,5.50,7.25,8.25,Tiếng Anh
10005235,6.20,6.75,5.40,3.25,3.25,6,,,,Tiếng Anh
10007208,3.40,5.75,2.80,,,,6.25,7.75,8.50,Tiếng Anh
10000037,7.40,7.25,,,,,4.25,7.25,,
10008407,6.80,5,,,,,6,7.50,,
10006730,2.40,5.25,,,,,3.75,4.75,,
10007822,6.20,8,,,,,8.25,8,,
10006360,7.20,7,4.40,,,,5.75,8.50,9,Tiếng Anh
10003498,4,5.5,2.2,,,,4,6,8.75,Tiếng Anh
10003162,4.60,6,3,,,,4,4.25,7.75,Tiếng Anh
10007988,3.20,6.50,2.60,,,,4.50,7.25,7.75,Tiếng Anh
10007121,4.60,6.50,2.20,,,,7.25,8.25,9,Tiếng Anh
10002323,5.20,4.50,2,,,,3.75,6.50,8,Tiếng Anh
10007571,7.20,8,3.80,,,,7.25,7.75,9.25,Tiếng Anh
10002289,6.80,8.75,6,,,,7.25,8,9.50,Tiếng Anh
10008684,3,7,4.40,,,,5.50,7,7.50,Tiếng Anh
10002773,5.40,7,3.80,,,,4.50,7.75,8.75,Tiếng Anh
10003861,6.4,7,4,,,,5.75,6.5,8.25,Tiếng Anh
10002266,6,6.25,3.60,,,,6.75,9,9,Tiếng Anh
10007064,4.60,5.75,4.20,,,,4.50,6.75,8.25,Tiếng Anh
10005059,5.40,5.25,,,,,6.75,8.50,,
10008391,5.40,8.50,3.80,,,,4.25,6.50,8.50,Tiếng Anh
10002636,2.80,2.75,2.80,,,,2.50,5.50,6.75,Tiếng Anh
10001919,4,5,2.60,,,,4.50,7.25,8.25,Tiếng Anh
10003924,4,4.75,2.40,,,,3.50,6,7.25,Tiếng Anh
10007434,4.80,6.75,2.80,,,,4.75,5.75,7.25,Tiếng Anh
10005409,7.40,8,6.60,,,,8.25,7.25,8.75,Tiếng Anh
10003477,2.80,6,3.20,,,,5.50,6.25,8.50,Tiếng Anh
10004648,6.40,7,3,,,,6.25,7.50,8.25,Tiếng Anh
10006675,5.20,6.75,2.40,,,,5.25,7.75,8,Tiếng Anh
10007967,5,8,3.20,,,,5.50,8,9,Tiếng Anh
10003027,4.60,4.50,2.60,,,,4,7.25,8.25,Tiếng Anh
10004218,2.80,3,,,,,3.50,6.25,,
10006225,8.60,6.50,4.40,4.25,6.25,7.50,,,,Tiếng Anh
10004536,3.40,5.25,3.20,,,,3.25,7.25,7.75,Tiếng Anh
10000826,7.20,7.75,,,,,8,2.25,,
10003709,3.8,4.5,4.2,,,,4.25,5.5,8,Tiếng Anh
10001734,7,6.25,,,,,8.75,,,
10004166,5,6,2.40,,,,4.75,6.75,7.25,Tiếng Anh
10003359,3.60,3.75,2.20,,,,4.50,5.25,8.75,Tiếng Anh
10001364,4.40,7.50,3.20,,,,7.25,7.25,8,Tiếng Anh
10005327,8.20,8.75,6.60,,,,9,8.25,9,Tiếng Anh
10000125,4,5.75,2.60,,,,4.75,7.50,5.75,Tiếng Anh
10002118,7,8.50,5,,,,7.75,9.50,9.25,Tiếng Anh
10008515,3.60,4.50,,,,,4.25,6.50,,
10006858,3.60,6,2.40,,,,4.75,7,7.75,Tiếng Anh
10004865,,8.50,,,,,9,9.75,,
10005777,4.20,7.50,3,,,,8.25,7.75,,Tiếng Anh
10000575,4.40,7.75,4.40,,,,7.75,7.25,8.50,Tiếng Anh
10002548,2.60,4.75,2.80,,,,3,6,7,Tiếng Anh
10008145,8.20,8.50,8.60,,,,6.75,7.50,8,Tiếng Anh
10005798,3.60,5.50,3.60,,,,5.50,5.50,7.75,Tiếng Anh
10000060,5.40,6.25,,,,,4,6.50,,
10008450,3.20,6.50,3,,,,3.75,6.50,8,Tiếng Anh
10005262,4.80,6.50,3.40,,,,3,5.25,7,Tiếng Anh
10000430,9.40,7,6,9,8.50,6.50,,,,Tiếng Anh
10008000,8.20,8,5.20,5.75,8.25,7.75,,,,Tiếng Anh
10004920,7.80,7.25,5.80,,,,8.25,8,9,Tiếng Anh
10000963,4.80,6.75,,,,,3,6.50,,
10004189,5.80,6.75,3.60,,,,4.25,7.25,9,Tiếng Anh
10001671,7.60,6,3,4.50,5.25,8,,,,Tiếng Anh
10004473,6.80,7,5.80,,,,4.75,8,8.50,Tiếng Anh
10001221,2.20,4.75,,,,,8,,,
10004023,6.40,4.50,4.40,,,,6.50,7.50,9,Tiếng Anh
10008329,2.40,3,,,,,4.50,6.25,,
10002724,4.20,7.75,4.20,,,,8.50,7.25,9,Tiếng Anh
10000719,7.20,6.50,6.20,5.25,4.25,5,,,,Tiếng Anh
10003836,5.4,7,2.2,,,,4.25,6.75,8.25,Tiếng Anh
10007526,6.60,7,3.60,,,,5.25,5.75,8,Tiếng Anh
10008779,2.60,6,3.20,,,,3.75,6.25,6.25,Tiếng Anh
10002374,5.60,6,5.80,,,,5.50,7.25,8.25,Tiếng Anh
10000349,6.40,7.25,4.60,,,,6.75,7.50,8,Tiếng Anh
10007176,4.20,6.50,3,,,,7.75,8.25,8.50,Tiếng Anh
10008283,3,7,,,,,5,7.50,,
10001108,3.60,7,,,,,7,,,
10003135,4.60,3.50,3.20,,,,5.50,7.25,9.25,Tiếng Anh
10006337,3.80,7.50,2.80,,,,3.75,7.50,8.75,Tiếng Anh
10001558,6.80,7.25,5.60,,,,4.75,6.75,7.25,Tiếng Anh
10003565,5.80,6.75,4.60,,,,7,7.25,8.25,Tiếng Anh
10006767,6.80,7.25,5,,,,6.25,8.75,8.75,Tiếng Anh
10007875,3.80,6.25,2.20,,,,5,7.75,8.25,Tiếng Anh
10005848,4.20,5.75,4.80,,,,4.50,4.25,7.25,Tiếng Anh
10006272,4.80,4,2.20,,,,5.25,7,9,Tiếng Anh
10003070,4.40,3.50,2.40,,,,4.50,6.25,7.75,Tiếng Anh
10006788,4.60,6.75,2.80,,,,6,7.25,8.75,Tiếng Anh
10006622,2.80,5.50,2.60,,,,,,,Tiếng Anh
10007930,4.80,6.75,2.80,,,,5.75,7.25,8,Tiếng Anh
10003420,2.20,4,2.40,,,,5,4.25,6.25,Tiếng Anh
10007463,3.80,5.25,3.20,,,,8.75,9.75,8.75,Tiếng Anh
10008796,4.20,6.75,3.40,,,,4,6.75,7,Tiếng Anh
10002661,4.80,6,3.80,,,,4,6.75,8.25,Tiếng Anh
10007199,6.80,7.50,3.40,,,,4.50,6.25,7.50,Tiếng Anh
10003973,3.40,6.75,2.40,,,,6,7,8.25,Tiếng Anh
10007033,5.80,7.50,4.20,,,,7.50,8.25,8.75,Tiếng Anh
10002231,5.60,7.25,2.20,,,,5.50,8.25,7,Tiếng Anh
10008153,1.60,3.50,,,,,4.25,6,,
10000563,4.60,7,6.20,,,,6.75,7.25,8.25,Tiếng Anh
10000099,2.80,6.75,7,,,,4.75,8.25,7.50,Tiếng Anh
10005761,6.80,6.25,2.80,,,,4.25,7.75,8.25,Tiếng Anh
10004873,3.20,7.25,1.60,,,,4,6.75,8.25,Tiếng Anh
10008503,3.20,3,,,,,4.75,4.75,,
10000133,5.60,6,3.20,,,,4,7,7.50,Tiếng Anh
10005331,4.60,5.25,2.40,,,,3.50,6,8.25,Tiếng Anh
10001372,8.20,8,5.20,5.75,5.75,4,,,,Tiếng Anh
10001688,7.20,7.25,3.60,,,,6.50,7.50,8.25,Tiếng Anh
10004170,5.40,6.75,4,,,,5.25,8.75,8.75,Tiếng Anh
10001722,,3,,,,,2.25,5.25,,
10000830,5.60,7.50,9,,,,5.25,8.75,8.25,Tiếng Trung
10004520,4.40,4,2,,,,3.50,5.25,6.75,Tiếng Anh
10004035,6,4.25,2.80,,,,5.50,8.25,8.50,Tiếng Anh
10006008,5.40,5.75,2.20,,,,4.25,5.75,7.25,Tiếng Anh
10001237,2,5.25,,,,,6.50,,,
10004465,5.60,4.25,4.80,,,,7.75,8.25,9.50,Tiếng Anh
10006458,6,5.50,4.80,,,,5.75,6.50,9,Tiếng Anh
10001667,8.80,7.50,3.20,7.25,8.75,8.75,,,,Tiếng Anh
10002948,3.20,2.50,,,,,3,3.75,,
10000975,7,5.75,2.40,4.50,6.25,6.25,,,,Tiếng Anh
10007619,2.40,6,2.80,,,,5.50,5,,Tiếng Anh
10005624,5.40,7,3.20,,,,4,7.25,7.75,Tiếng Anh
10004936,9.20,7.25,9.20,,,,7,8,9,Tiếng Anh
10008016,4.20,7,3.60,,,,4.50,7,8.75,Tiếng Anh
