Số báo danh,Toán,Văn,Ngoại ngữ*,Vật lí,Hóa học,Sinh học,Lịch sử,Địa lí,GDCD,Môn ngoại ngữ
04010503,7.6,5.75,4.2,5.25,7.5,5,,,,Tiếng Anh
04009372,4.8,7.5,,,,,6.5,7.75,9,
04000850,6.2,6,5.4,4.75,8.25,5.25,,,,Tiếng Anh
04006087,6.2,7.75,7,,,,5.75,7,8.25,Tiếng Anh
04001742,6.6,6.5,5,,,,4.75,8,8.5,Tiếng Anh
04003285,7.8,6.5,3.4,4.75,7.25,5.25,,,,Tiếng Anh
04004540,8,7.75,3.8,,,,7,7.75,8.75,Tiếng Anh
04010153,5.2,7.75,5,,,,5.25,5,7.5,Tiếng Nhật
04009688,8.6,6.25,5.2,5.25,8.75,9,,,,Tiếng Anh
04005582,7.2,7.25,7,5,6.25,4.75,,,,Tiếng Anh
04002247,7.2,7.5,2.2,,,,5.75,6.25,7.25,Tiếng Anh
04009958,9,6.5,8.6,8.75,5.25,5,,,,Tiếng Anh
04000780,9,8,8.2,5.25,6.25,6,,,,Tiếng Anh
04005078,2.8,5.25,,,,,3.75,,,
04007045,9.2,8.5,8.8,8,6.25,5.5,,,,Tiếng Anh
04001892,2.8,5.5,,,,,3.75,6.25,,
04002617,7.6,8,,,,,4.5,6.5,8.25,
04003905,9.2,7.5,6.4,3.5,9,8.75,,,,Tiếng Anh
04001938,8.6,6.5,6,5.75,8.5,8.5,,,,Tiếng Anh
04005428,9,7.75,7.2,8,5.25,5,,,,Tiếng Anh
04007415,9.6,7.5,7.8,4.75,8.25,8.25,,,,Tiếng Anh
04003456,4.8,3.75,2.6,,,,4,6.25,8,Tiếng Anh
04004393,7.8,5,3.8,3,6.75,6.5,,,,Tiếng Anh
04010780,7,5,2.6,,,,4.25,6.5,4.5,Tiếng Anh
04006654,8.6,7,5.2,7.5,7.75,4.75,,,,Tiếng Anh
04001191,3,4.5,,,,,3.5,6.25,,
04004669,7.6,6.75,3.2,,,,8,8,9.75,Tiếng Anh
04007946,3.6,3.25,2.2,,,,3.75,5,5.75,Tiếng Anh
04003006,8.6,6,4.8,8.25,8.25,6,,,,Tiếng Anh
04006204,10,7.25,6,6,9.75,10,,,,Tiếng Pháp
04004239,8.4,9,8.4,,,,7.25,8,9.75,Tiếng Anh
04006711,5.8,4.5,3.6,5,7,5,,,,Tiếng Anh
04007803,4,5.5,3,,,,3.75,5,6.25,Tiếng Anh
04003513,9,7.5,8.4,8.5,5.5,5.25,,,,Tiếng Anh
04001484,8,,,,7.75,7.5,,,,
04006341,3.6,,,4,3.25,,,,,
04004686,7.4,5,4.4,,,,3.75,6.75,9,Tiếng Anh
04003143,6.8,5.25,5.4,,,,4.5,7,7.75,Tiếng Anh
04005994,8.2,,,5,6.25,,,,,
04010295,8.4,7.5,8,7,5.25,5.5,,,,Tiếng Anh
04007100,8,4.25,5.8,7,8,5,,,,Tiếng Anh
04002302,9.4,,,,8.25,8,,,,
04007550,8.4,7.5,9.6,,,,7,7.75,9,Tiếng Anh
04000295,5.4,7,2.2,,,,4.75,5.5,7.25,Tiếng Anh
04002752,8.6,5,3.6,7,7.25,3.5,,,,Tiếng Anh
04005097,4.2,3.25,4.6,3.5,3.75,2,,,,Tiếng Anh
04003840,8.6,5.5,5.8,8.75,5.5,5,,,,Tiếng Anh
04008471,6.4,7,3.2,4.25,5.25,4.75,,,,Tiếng Anh
04006896,7.8,7.5,7,,,,7,6.75,10,Tiếng Anh
04000041,,5,3.8,,,,3.25,5,,Tiếng Anh
04007784,9,7.5,5,6.25,8,5.5,,,,Tiếng Anh
04005243,6.2,5.5,,,,,4.5,,,
04002586,7.6,6.5,2.8,6.25,6.75,4.75,,,,Tiếng Anh
04010942,7.8,8.5,5.4,,,,7,7.25,9,Tiếng Anh
04008021,8.4,6.25,6,6,7.75,6.5,,,,Tiếng Anh
04000411,5.8,8.25,1.2,,,,4.5,6.75,9,Tiếng Anh
04004901,9.4,5.25,6.4,8,8.25,4,,,,Tiếng Anh
04005613,9.2,6.5,9.2,6.5,8.25,7.75,,,,Tiếng Anh
04009260,8.4,,,7,8.25,,,,,
04000942,2.6,6.5,3,,,,4,6.25,8.25,Tiếng Anh
04006195,7.6,9,8,7,6.25,6.25,,,,Tiếng Anh
04001650,8,7.5,8,6.5,6,5.25,,,,Tiếng Anh
04003397,8.4,6.25,4.8,7.5,7,4.75,,,,Tiếng Anh
04004452,5.6,4.75,2.4,,,,3,5.75,7.75,Tiếng Anh
04010041,6,8,5.4,,,,5.25,8,9.25,Tiếng Anh
04008888,4.6,7,3.6,,,,5.25,6.75,7.5,Tiếng Anh
04008922,7.4,,7.6,5,,,,,,Tiếng Anh
04009630,4.2,4.25,3.4,,,,3.5,5,6.75,Tiếng Anh
04001200,6.6,7.5,5.4,,,,4.5,5.75,9,Tiếng Anh
04004002,7.6,7.5,5,,,,3.25,4.75,7.25,Tiếng Anh
04010411,8.8,4.75,8,8.5,7.25,5.25,,,,Tiếng Anh
04004517,6.6,5.75,3.8,,,,5,6.25,9,Tiếng Anh
04010104,7.8,7.5,5.6,,,,5,7.25,9.25,Tiếng Anh
04009325,6,6.5,,,,,4.5,5,,
04000807,4.4,6.5,2.6,,,,3.25,7,8,Tiếng Anh
04001715,8.2,7,8.8,,,,4.25,6.25,9,Tiếng Anh
04003728,6.2,5.75,3.6,4,3.5,4.25,,,,Tiếng Anh
04002990,2.6,6.25,,,,,4.25,5,,
04004147,5,5.75,2.4,,,,2.5,4.5,7.25,Tiếng Anh
04003682,2.6,3.75,3,,,,4,6,7.25,Tiếng Anh
04010554,7.2,7.25,7.6,,,,3.75,6,7.5,Tiếng Anh
04008867,5.4,5.25,5.2,,,,5,6.25,7.25,Tiếng Anh
04009775,5.8,5.25,2.4,,,,4.75,7,8.25,Tiếng Anh
04001345,8.4,7.5,7.2,8.75,3,3.5,,,,Tiếng Anh
04003378,5.8,6,5.6,,,,5.25,8.5,9.5,Tiếng Anh
04006480,7.6,8,6.4,,,,4,5.75,8.75,Tiếng Anh
04005306,6,6.25,,,,,4.75,,,
04010807,3.2,5,3.4,,,,4.5,5.5,7.75,Tiếng Anh
04008534,9.2,5.5,5,8.75,6.75,6.75,,,,Tiếng Nhật
04002139,8.8,6.75,4.6,7.75,8.25,5,,,,Tiếng Anh
04000104,8.2,6.75,7.2,,,,4,6.25,9,Tiếng Anh
04004844,8.2,9.25,6.4,,,,5.5,8.25,9.75,Tiếng Anh
04006879,8.2,7.5,6.6,,,,6.5,8.25,9.25,Tiếng Anh
04002093,9.4,8.75,8.6,,,,4.25,6.5,8.5,Tiếng Anh
04005756,8.2,6.25,4.8,7,8,4,,,,Tiếng Anh
04008164,9,3.5,6.4,8.5,4,4.25,,,,Tiếng Anh
04002569,8,7.75,4.6,,,,4,6.75,9.5,Tiếng Anh
04007291,9,6.75,5.4,7.25,8.25,3.75,,,,Tiếng Anh
04000554,7.4,6,3.8,4.75,5.75,5,,,,Tiếng Anh
04001596,8.2,6.75,7.8,8,5.5,2.75,,,,Tiếng Anh
04006253,8.2,8,,,,,8.75,,,
04004794,3.6,5,2.4,,,,3.5,6.25,8.75,Tiếng Anh
04003051,7.8,5.75,,,,,6.5,7.75,9.75,
04010387,9.4,6.75,8,9,7,5.75,,,,Tiếng Anh
04006603,8,8.5,9.2,,,,6.5,7.25,8.75,Tiếng Anh
04007911,7.4,6.5,5.6,4.75,4.25,5.25,,,,Tiếng Anh
04003401,7,7,4.6,,,,4.25,5.75,8,Tiếng Anh
04007442,8,7,5.8,8.25,4.75,6.75,,,,Tiếng Anh
04000387,8,7.25,4.2,,,,4,6.5,7.5,Tiếng Anh
04002640,7.8,7,5.8,,,,4,7.5,8,Tiếng Anh
04005185,9.4,7.25,6.4,4.75,8.25,8.75,,,,Tiếng Anh
04003952,6.8,5.75,4.8,,,,7,7.25,9.25,Tiếng Anh
04007012,7.8,5.75,5.6,5.5,6.75,6.75,,,,Tiếng Anh
04002210,8.4,8.25,5.6,,,,5,6.5,9.25,Tiếng Anh
04000738,7.8,6.75,4,,,,3.75,5.25,6.75,Tiếng Anh
04002705,7.8,7.5,5.4,6.5,5.75,5.75,,,,Tiếng Anh
04003817,9.2,6.5,4,8.25,8.5,5.5,,,,Tiếng Anh
04008308,9,4.75,5.2,8.25,8,4.5,,,,Tiếng Anh
04007507,9,6.5,7,8.5,7.5,6.25,,,,Tiếng Anh
04005490,8.4,7,8.2,,,,5.75,6.5,8.75,Tiếng Anh
04000368,5.8,6.5,3.8,,,,3.25,,,Tiếng Anh
04002355,4.8,7.5,3.8,,,,5.25,5.75,8.5,Tiếng Anh
04008758,3.2,6.25,3.6,,,,4.5,6,8.25,Tiếng Anh
04000692,5.6,5.5,2.8,5.5,6,4.25,,,,Tiếng Anh
04007157,7.2,6.75,5.6,,,,,,,Tiếng Anh
04001980,9.2,6.75,5.8,8.5,8,3.75,,,,Tiếng Anh
04003114,7.8,7.5,4.4,6.75,7,4.75,,,,Tiếng Anh
04001129,5,4.25,,,,,4,8,,
04009519,9,7,6.4,,,,5.25,7.5,8.25,Tiếng Anh
04010738,3.8,7.25,2.8,,,,4.5,6.25,8,Tiếng Anh
04006316,7.2,8,7.2,,,,4.5,6.75,8.25,Tiếng Anh
04003544,8.2,6,8.4,6.25,6,6.5,,,,Tiếng Anh
04004281,8.2,5.75,3.2,5.75,7.75,5.5,,,,Tiếng Anh
04001579,5.6,4.5,3.8,4.75,6.75,4.75,,,,Tiếng Anh
04009149,4.8,6.75,2.2,,,,2.75,6,5.5,Tiếng Anh
04010692,5.8,7,3,,,,4.75,6,8.5,Tiếng Anh
04010368,7.8,5,6,5.5,7.25,3.75,,,,Tiếng Anh
04006746,5.8,6,7.6,6.5,7.5,6.25,,,,Tiếng Anh
04001083,6.6,7.25,3.2,,,,5,7.25,8.5,Tiếng Anh
04005869,5.2,6,6,,,,4.75,5,8.25,Tiếng Anh
04007854,,5.75,4.2,,,,4.5,7,8,Tiếng Anh
04010407,5.8,5.75,5.4,,,,6.75,6.5,8.5,Tiếng Anh
04006029,7.6,7,5.6,8,5.5,4.25,,,,Tiếng Anh
04004014,6.6,7.25,5.6,,,,4.75,7.5,8,Tiếng Anh
04001216,8.2,5.75,,6.75,7.5,4.5,,,,
04009626,6.4,6.5,5,,,,8.25,9,9.25,Tiếng Anh
04008934,3.8,5.25,3.4,,,,3.75,7,8,Tiếng Anh
04010057,8.4,8.25,6.8,6.25,4.75,5.25,,,,Tiếng Anh
04006479,8.4,5,4.8,6.5,6.25,6.25,,,,Tiếng Anh
04003381,3,5.75,2.8,,,,4.25,5.75,8.25,Tiếng Anh
04004444,6.6,6.75,3.4,,,,6.25,8.5,9.25,Tiếng Anh
04006183,8.8,7.25,7.4,4.75,8.75,9.25,,,,Tiếng Anh
04001646,7.4,7,6,,,,6,8,8.25,Tiếng Anh
04000954,6.2,7,3,,,,4.75,6.5,7.5,Tiếng Anh
04002969,4.2,4.75,,,,,3.75,4.75,,
04009276,8.8,,,,7.5,7,,,,
04005605,8.8,5.75,8.2,8.5,4,5.75,,,,Tiếng Anh
04007638,9,6.25,6.2,8,5.5,4.25,,,,Tiếng Anh
04004917,8.6,6.5,7.8,6.5,4.25,4.5,,,,Tiếng Anh
04000407,7.8,7.5,6,,,,5,6.75,8.75,Tiếng Anh
04008037,4,4.25,2.2,,,,4.5,5.5,6.75,Tiếng Anh
04010954,4.8,7.75,2.2,,,,4,6.25,8.75,Tiếng Anh
04005255,7.6,7,6,6.25,6.25,4.5,,,,Tiếng Anh
04007268,8.8,7.5,6.8,6.5,5.25,4.25,,,,Tiếng Anh
04002590,7,6.25,4,6.5,6.25,5.25,,,,Tiếng Anh
04000057,8.6,6.75,8.4,5,7.75,6.5,,,,Tiếng Anh
04007792,7.4,7,5.6,6.25,7.75,4.25,,,,Tiếng Anh
04006880,7.2,7.25,6.2,5,6,4.75,,,,Tiếng Anh
04008467,8.2,5.5,5.2,5.75,6.75,5.75,,,,Tiếng Anh
04007287,7.4,7.5,4.2,7.75,6.5,6,,,,Tiếng Anh
04000542,8,7.5,5.2,6,8,4.75,,,,Tiếng Anh
04008172,8.4,8,7.6,8.25,8.5,6.25,,,,Tiếng Anh
04008488,2.4,6.25,3.6,,,,5,6.5,8.25,Tiếng Anh
04002085,6.6,6.75,5.2,,,,7.75,8.25,9.5,Tiếng Anh
04005740,8,8.5,8.2,,,,5,6.25,8,Tiếng Anh
04004852,9.2,8.5,8.2,8,6.75,5.75,,,,Tiếng Anh
04000112,7,5,5.2,,,,2.75,5.5,7.25,Tiếng Anh
04008522,8.2,6.5,4.2,7,6.75,4.25,,,,Tiếng Anh
04010811,6.6,7.75,1.6,,,,3.5,7.5,8.75,Tiếng Anh
04005310,3.8,6.25,7,,,,3.25,7.25,8,Tiếng Anh
04001353,8.8,7.25,5.4,7.25,7.25,4.25,,,,Tiếng Anh
04006496,4.6,5,,,,,7.75,,,
04009763,7,7.5,7.2,,,,3.75,6.25,9.5,Tiếng Anh
04008871,6.4,6,4,,,,2.5,6.5,7.5,Tiếng Anh
04010542,5,6,3,,,,7.75,7.75,8.25,Tiếng Anh
04009299,3.8,3,,,,,3.25,5,,
04004151,6.8,6.5,4.4,,,,5.75,7.75,9.75,Tiếng Anh
04003694,8.2,7.5,4,,,,3.75,6.75,7.75,Tiếng Anh
04002986,3.6,4,,,,,3,5.25,,
04001703,7.2,7.5,4.8,,,,5,6.75,9.5,Tiếng Anh
04000811,4,6.25,4.4,,,,5.25,6.5,8.25,Tiếng Anh
04009333,3.4,4.25,,,,,4.25,5.75,,
04010112,7.2,5.5,3.2,5.5,3.5,4,,,,Tiếng Anh
04004501,7.6,8,4.6,,,,6.75,7.75,8.25,Tiếng Anh
04009919,8.2,4.25,5,7.5,6.75,4.5,,,,Tiếng Anh
04002206,8,7.75,6.4,,,,3.5,6.5,9,Tiếng Anh
04007004,8,8,6,6.5,7.5,6,,,,Tiếng Anh
04005039,6.4,7.75,8.2,,,,3.75,6.25,8,Tiếng Anh
04001979,8.4,7,6,4.75,5.25,4.5,,,,Tiếng Anh
04003944,8,7,5.6,7.75,8.75,5,,,,Tiếng Anh
04002656,5.6,5.25,7.8,,,,7,7.5,8.75,Tiếng Anh
04005193,8,8,7.2,,,,8,8.25,9.5,Tiếng Anh
04007454,8.4,5.5,3.2,3.75,8.5,8.75,,,,Tiếng Anh
04000391,9,7.5,8.8,8.75,4.5,5,,,,Tiếng Anh
04005469,9.2,8,9,7.75,5.5,5,,,,Tiếng Anh
04003417,7.4,7.5,4.4,7,6.75,4.75,,,,Tiếng Anh
04007907,4.8,7.25,5.8,,,,6.25,8,9.25,Tiếng Anh
04004628,4.6,7,2,,,,6.75,7.75,9,Tiếng Anh
04006615,8.2,6,7.2,7.25,5.5,4.75,,,,Tiếng Anh
04010391,6.2,7.25,6.6,3.5,9.75,8,,,,Tiếng Anh
04005890,9.2,5.25,3.4,8,7,3.25,,,,Tiếng Anh
04004782,7.2,7.5,5.2,,,,5.75,5,8.75,Tiếng Anh
04003047,8,7,4.8,7,8,5.25,,,,Tiếng Anh
04001580,7.6,7.5,4.4,,,,6.5,7.75,8,Tiếng Anh
04004278,5.8,5.5,1.8,,,,4.25,5,7.5,Tiếng Anh
04006245,8.6,6.75,8.8,8,7.75,5.75,,,,Tiếng Nhật
04007842,3.4,6,3.4,,,,5.75,7.75,8.25,Tiếng Anh
04006750,8,4.5,7,6.5,6,4.25,,,,Tiếng Anh
04001095,8.4,6.5,5.6,5.5,9.25,6,,,,Tiếng Anh
04010684,5.2,5,2.2,,,,4.75,6,6.25,Tiếng Anh
04003552,7.8,5.75,7.2,,,,8,6,9.75,Tiếng Anh
04004297,6.8,9,4.6,,,,4.75,5.75,7.75,Tiếng Anh
04006300,8.2,8.25,6.4,,,,7,6.5,8.25,Tiếng Anh
04003102,7.6,7.75,6.4,,,,6.25,8.25,9.75,Tiếng Anh
04001996,7.4,6.5,4.8,6.25,7.5,5,,,,Tiếng Anh
04000684,6,9.25,7.6,,,,4.5,7.5,9.25,Tiếng Anh
04007141,7.2,6.5,5.6,,,,5,7.75,8.75,Tiếng Anh
04005486,3.2,5.25,,,,,3.25,,,
04002343,9,5.5,5.4,8.25,8,5,,,,Tiếng Anh
04007511,8.8,7,7,7.5,8,5.5,,,,Tiếng Anh
04003801,8.4,7.5,8,8,5.5,5,,,,Tiếng Anh
04002713,4,5.25,3.8,,,,2,5.25,7.75,Tiếng Anh
04008430,6.6,6,2.4,,,,5.25,8.5,9.5,Tiếng Anh
04010903,6.2,7,3,,,,4.5,6.25,8.75,Tiếng Anh
04005202,8.2,8,8.8,,,,8.75,7.25,9.5,Tiếng Anh
04007395,3.6,7,5.2,,,,7,6,8,Tiếng Anh
04000450,7.8,7.5,7.4,,,,4.25,7.75,8,Tiếng Anh
04008060,3,6.5,1.8,,,,4.25,4.25,7.5,Tiếng Anh
04002197,7.8,7,4.8,,,,4.25,6,8.5,Tiếng Anh
04005652,9.8,7.75,5.4,9,9.25,5.75,,,,Tiếng Anh
04004940,9.8,9,8.6,,,,7.75,7.5,9.25,Tiếng Anh
04001611,6.6,7.5,5.8,,,,7.25,6.5,8.75,Tiếng Anh
04000903,7,6,4.6,4,3.25,4.25,,,,Tiếng Anh
04009221,8.2,6.25,8.2,,,,6,7.25,8.25,Tiếng Anh
04010000,7.8,7,5.2,,,,5,7,8.5,Tiếng Anh
04004413,2.8,4,2.6,,,,3,6.5,7.25,Tiếng Anh
04001241,8.2,6,6.2,,,,8,8,9.25,Tiếng Anh
04006584,8.4,5.5,6.2,,,,7.5,7.75,8.5,Tiếng Anh
04009671,4,6.25,2.6,,,,3.5,7,6.5,Tiếng Anh
04008963,,5,4.2,3.5,7,5,,,,Tiếng Anh
04010450,6.4,8,3.6,,,,9.5,8.75,8.5,Tiếng Anh
04004043,6.8,7.25,6,,,,7,8.5,8.75,Tiếng Anh
04003786,8.8,7,4.6,,,,5.75,7.25,8.75,Tiếng Anh
04002894,3.2,4.25,,,,,4,3,,
04010145,7.2,5.25,8.4,5.5,6.25,7.5,,,,Tiếng Anh
04003293,3.8,5,4,,,,1.25,6,8.5,Tiếng Anh
04004556,7.4,5.25,2.6,3.5,8,7,,,,Tiếng Anh
04003769,8.4,6.75,5.6,,,,3.5,6.25,9.25,Tiếng Anh
04006091,6.4,6.5,3.2,,,,4.5,7,8.75,Tiếng Anh
04001754,8.4,8,7.8,,,,2.75,6.75,9,Tiếng Anh
04000846,6,5,5.6,,,,4,6.25,9.25,Tiếng Anh
04009364,3.4,4,,,,,3.25,5,,
04010515,8,5,5.2,7,7.75,5,,,,Tiếng Anh
04004106,4.2,4.75,2,,,,4.25,4.75,6.75,Tiếng Anh
04003339,7.8,7.25,6.8,5.75,6.25,5.75,,,,Tiếng Anh
04001304,7.2,7,6.8,6.5,5.75,5.25,,,,Tiếng Anh
04009734,8,6.5,4.6,,,,5.5,6.25,7.25,Tiếng Anh
04008826,4.8,5.5,7.4,,,,5.75,6.75,9.25,Tiếng Anh
04010846,5.8,7,3.4,,,,5.25,6.5,9.25,Tiếng Anh
04005347,8,,,4.5,8,,,,,
04002482,8.4,7.25,4.8,4,8.25,2,,,,Tiếng Anh
04000145,8.6,6.25,6.8,6.25,7.25,5.5,,,,Tiếng Anh
04002178,8.4,7.25,4.4,7,7.5,3,,,,Tiếng Anh
04007680,6.2,4.25,3.4,3.5,3.75,3.25,,,,Tiếng Anh
04006992,7.4,5.5,1.8,,,,4,5.75,9,Tiếng Anh
04008575,7.8,6.75,5.8,,,,6.25,7.5,10,Tiếng Anh
04005717,8,7.75,9.4,,,,5.5,8.5,9,Tiếng Anh
04006838,7.4,7,9.4,,,,4.25,7,8.75,Tiếng Anh
04004805,6.2,5,2.6,,,,4.5,7.25,9,Tiếng Anh
04000515,6,7.5,3,,,,5.5,6.5,8.25,Tiếng Anh
04002528,9.2,8,7.6,8,7.5,5,,,,Tiếng Anh
04008125,7.8,7.5,3,,,,3,6.25,8.5,Tiếng Anh
04006212,8.8,8,9.2,,,,5.75,7,9.5,Tiếng Anh
04003010,6,5.5,,,,,3,5,,
04007950,5.2,4.75,4.4,,,,3.25,7,8,Tiếng Anh
04006642,7.6,6.25,5.6,,,,4.25,4.75,6.5,Tiếng Anh
04001187,8.2,8,4.2,,,,9,8.5,9.75,Tiếng Anh
04010796,7.4,7.5,3.8,,,,4.25,7.5,9.25,Tiếng Anh
04003440,6.6,7.25,5.2,,,,4.75,6.5,8.25,Tiếng Anh
04004385,8.2,6.25,2.4,5,5.75,2.5,,,,Tiếng Anh
04007403,7.6,8,5.4,,,,3.5,6.75,8.75,Tiếng Anh
04003913,5.4,5.5,3.8,,,,4.25,6.25,7.5,Tiếng Anh
04002601,2.6,4,2.6,,,,2.5,4.5,7.25,Tiếng Anh
04001884,5.4,5.75,,,,,5.75,6,,
04000796,5.2,5.75,2.4,,,,3.75,6.5,7.75,Tiếng Anh
04007053,9.6,6,8.4,8.5,9.5,6.5,,,,Tiếng Anh
04005594,3,6.25,,,,,5.5,,,
04002251,9.4,4.75,7.2,,,,5,7.5,10,Tiếng Anh
04008349,5.6,6.5,2.6,,,,2.75,5,7.75,Tiếng Anh
04003856,6.8,6,6.6,,,,4.25,6.75,7.5,Tiếng Anh
04002744,6.2,7.75,2.8,,,,2.75,6.5,7.25,Tiếng Anh
04005081,7.4,7.5,5.2,4.5,8.5,5,,,,Tiếng Anh
04000779,8.8,8.5,8.4,,,,6.5,5.25,8.75,Tiếng Anh
04007546,7.8,6.5,4.6,,,,4,6.75,7.75,Tiếng Anh
04000283,7.4,6,3.4,,,,3.25,5.25,7.25,Tiếng Anh
04008719,8,6.75,6.8,,,,6.25,8,9.75,Tiếng Anh
04002314,7.4,7.5,6.6,3.75,3.25,5,,,,Tiếng Anh
04000329,6.2,6.5,5.4,,,,6.25,7.25,9.5,Tiếng Anh
04007116,7.6,5.75,6.4,4,5,3.75,,,,Tiếng Anh
04009558,7.8,7,6.2,6.75,4.5,5.25,,,,Tiếng Anh
04010283,9.6,8.5,,4.5,9.75,9.75,,,,
04005982,8,7.5,6.2,,,,6.75,8.25,9,Tiếng Anh
04004690,6.4,5.75,2.4,4.5,5.5,5.25,,,,Tiếng Anh
04001168,6.8,8,6,,,,3.5,7,9,Tiếng Anh
04003155,7.4,4.75,4.2,3.25,5.25,4.25,,,,Tiếng Anh
04001492,5.2,4,,,,,4.5,5.5,,
04006357,6.4,7,5.2,,,,5.75,7.75,9.5,Tiếng Anh
04010779,4.2,7,2.8,,,,5,6.75,8.75,Tiếng Anh
04009108,5.4,4.5,2.4,,,,2.5,4.5,5,Tiếng Anh
04001538,6.4,6.5,2.4,5,3.75,6,,,,Tiếng Anh
04003505,6.6,5,3.2,,,,5.75,6,8.5,Tiếng Anh
04007815,7.8,7,4.2,6,4.75,4,,,,Tiếng Anh
04005828,8.4,8.5,9.4,6.25,4.5,5.75,,,,Tiếng Anh
04006707,7.2,6.5,5.4,7.25,4.75,5,,,,Tiếng Anh
04010329,9.4,7,9,7.5,8.75,6.75,,,,Tiếng Anh
04006510,8.4,8,7.6,6,8.5,8.5,,,,Tiếng Anh
04003712,6.8,8,3.4,,,,5,7.75,9.25,Tiếng Anh
04002800,4.4,3.75,,,,,5.25,6.25,,
04001685,8.8,7.5,6.2,,,,3.5,7.5,8.25,Tiếng Anh
04006140,8.6,5.25,9.2,7.75,7.25,6.75,,,,Tiếng Anh
04000997,6,4.25,6.2,3.75,3.25,4.75,,,,Tiếng Anh
04010094,7.6,8,6,,,,5,8.5,9.25,Tiếng Anh
04004487,4.8,5.75,2.4,,,,2,6.75,7.75,Tiếng Anh
04003342,8,5.75,5.2,,,,5.25,6.5,8,Tiếng Anh
04007301,7.6,6,6.4,4.75,5.25,4.5,,,,Tiếng Anh
04002103,7.8,4.5,5.8,5.75,3.25,4.75,,,,Tiếng Anh
04007751,5.2,6.25,3,,,,2.5,6.25,8.25,Tiếng Anh
04000094,7.2,6.5,3.4,,,,3.5,5.5,9.25,Tiếng Anh
04006843,9,7,7.2,,,,4.25,7.75,9,Tiếng Anh
04002553,5.4,5.75,5.8,3.5,5.5,4.75,,,,Tiếng Anh
04005296,8.2,6.5,6.2,6.5,6.5,5.75,,,,Tiếng Anh
04005783,9.6,7.25,9.6,8,7.75,5.75,,,,Tiếng Anh
04002046,5.8,6.5,3.4,,,,5.75,6,9.5,Tiếng Anh
